FID	IID	SampleType	Assigned_Merged_Cluster	Assignment_Confidence	PC1	PC2	Prob_Merge_Cluster_0	Prob_Merge_Cluster_1	Prob_Merge_Cluster_2	Prob_Merge_Cluster_3	Prob_Merge_Cluster_4
NAG10233	NAG10233	Control	0	0.9999971518748894	-0.0124095	-0.00916019	0.9999971518748894	3.1566065961226375e-31	3.6540532154584955e-12	1.004947968413912e-09	2.8471165118325738e-06
LCAC0738	LCAC0738	Control	0	0.9999817884351675	0.00225892	0.00346519	0.9999817884351675	1.8512803287690268e-20	4.0929510266707374e-27	6.907421068259884e-06	1.1304143761317853e-05
LCAC0771	LCAC0771	Control	0	0.9999974800798732	-0.00456703	-0.000900932	0.9999974800798732	1.4059076427586243e-25	7.397087857103783e-20	6.979048599570636e-08	2.450129643166165e-06
LCAC0775	LCAC0775	Control	0	0.9999962887820149	-0.00201841	-0.00471773	0.9999962887820149	2.2259411478283958e-23	3.2547276381563327e-22	4.7291813982852184e-07	3.2382998475832063e-06
LCAC0779	LCAC0779	Control	1	0.9999984619661537	0.0655267	-0.00224209	5.964747890454765e-34	0.9999984619661537	7.809531061841093e-166	2.639875143002807e-07	1.2740463295676076e-06
LCAC0782	LCAC0782	Control	0	0.9999667583685415	0.00355993	0.00971058	0.9999667583685415	9.476097602952644e-20	7.757305818686504e-29	1.3871561608144826e-05	1.937006984780491e-05
LCAC0786	LCAC0786	Control	0	0.9999974470450554	-0.0106304	-0.00530415	0.9999974470450554	5.20985961184095e-30	6.167759979347377e-14	2.5090241000443813e-09	2.5504458575827955e-06
LCAC0795	LCAC0795	Control	0	0.9999979283562775	-0.00763991	-0.00902214	0.9999979283562775	1.4360799139853518e-27	2.0797646137417925e-16	1.5233967485206752e-08	2.056409753592929e-06
LCAC0802	LCAC0802	Control	0	0.9999975156912707	-0.00665993	0.0026277	0.9999975156912707	2.4819405781552822e-27	5.265096778353055e-18	1.8480906710399755e-08	2.4658278250365607e-06
LCAC0805	LCAC0805	Control	0	0.9998189845861782	0.00564605	-0.000856103	0.9998189845861782	1.5448112309441035e-17	1.2269760569075221e-30	0.00014149896254902905	3.9516451274092136e-05
LCAC0736	LCAC0736	Control	0	0.9999974315119502	-0.00970957	-0.00669075	0.9999974315119502	3.2723238066162415e-29	1.2566682843077043e-14	4.415948503164143e-09	2.564072087145781e-06
LCAC0809	LCAC0809	Control	0	0.9999972593486379	-0.00389386	-0.000634131	0.9999972593486379	4.494787920005861e-25	1.5570601719210567e-20	1.0688856841782217e-07	2.6337627909200747e-06
LCAC0826	LCAC0826	Control	0	0.9999056900379555	0.00444202	-0.00608076	0.9999056900379555	3.1607221353403378e-18	5.214212618314704e-29	7.428643351726426e-05	2.0023528526362024e-05
LCAC0827	LCAC0827	Control	0	0.9999964713894816	-0.00264975	0.00867156	0.9999964713894816	1.4329918032189328e-24	2.902120984536917e-22	1.5577353431327178e-07	3.3728369859902695e-06
LCAC0828	LCAC0828	Control	0	0.9999981763775834	-0.00805417	-0.0107322	0.9999981763775834	7.247125631858444e-28	5.840023550285572e-16	1.2805622619662182e-08	1.8108167922301226e-06
LCAC0835	LCAC0835	Control	0	0.9999904848419945	0.0009832	0.00757937	0.9999904848419945	1.010356382889463e-21	5.91870514848309e-26	2.1224123943344913e-06	7.3927456112026695e-06
LCAC0838	LCAC0838	Control	0	0.9994257356912826	0.00826189	0.0178644	0.9994257356912826	1.7313825856388903e-16	1.754082622603694e-34	0.0003862714547381602	0.00018799285398054047
LCAC0845	LCAC0845	Control	0	0.9999976195187209	-0.00527459	-0.000567451	0.9999976195187209	3.124306638305555e-26	3.542499897544836e-19	4.5850392806156404e-08	2.334630888348746e-06
LCAC0848	LCAC0848	Control	0	0.9999957356493271	-0.0014448	-0.00477272	0.9999957356493271	5.405446938726004e-23	8.870981038911e-23	6.93199033505392e-07	3.571151639582612e-06
LCAC0853	LCAC0853	Control	0	0.9999709538226107	0.00316865	0.00377036	0.9999709538226107	1.078377961363313e-19	4.042940779523064e-28	1.4048225983693467e-05	1.4997951406516828e-05
LCAC0864	LCAC0864	Control	1	0.9999884238624841	0.0598142	-0.00261143	4.268811304787834e-28	0.9999884238624841	5.209615193044721e-148	8.446211139278562e-06	3.129926373874065e-06
LCAC0820	LCAC0820	Control	0	0.9999969643081589	-0.00309481	-0.00145108	0.9999969643081589	1.9504533342301214e-24	2.697251227202768e-21	1.856684521841062e-07	2.8500233902438724e-06
LCAC0866	LCAC0866	Control	0	0.9999979280733966	-0.00522944	-0.00641723	0.9999979280733966	7.739076353873896e-26	6.556123720109782e-19	6.01856099591884e-08	2.011740994048677e-06
LCAC0732	LCAC0732	Control	0	0.9999947323156217	-0.000761258	0.00194202	0.9999947323156217	8.913559467740665e-23	6.843112287254211e-24	7.599880553039448e-07	4.50769632549124e-06
LCAC0726	LCAC0726	Control	0	0.9999967890988399	-0.00909179	0.00478701	0.9999967890988399	3.693822958630971e-29	9.028211495584147e-16	4.758451032466116e-09	3.206142706504626e-06
LCAC0645	LCAC0645	Control	0	0.9999957130893307	-0.00162384	0.00296874	0.9999957130893307	1.843348957840836e-23	5.23671548896263e-23	3.944504010164467e-07	3.892460269473696e-06
LCAC0650	LCAC0650	Control	0	0.9999933166493914	1.0845e-05	0.00121713	0.9999933166493914	4.13498592188199e-22	1.2004258022761021e-24	1.3880217909201674e-06	5.295328818249449e-06
LCAC0651	LCAC0651	Control	0	0.9999973377968971	-0.00975963	-0.00445605	0.9999973377968971	2.844254252571363e-29	1.0000274866994072e-14	4.040837470661096e-09	2.6581622549818076e-06
LCAC0653	LCAC0653	Control	0	0.9999952182477839	-0.00126185	0.00704143	0.9999952182477839	1.864821130229064e-23	1.4149155487135632e-23	4.3327954837533213e-07	4.348472664461671e-06
LCAC0655	LCAC0655	Control	0	0.9999759058903723	0.00221518	-0.0104253	0.9999759058903723	6.998699294260839e-20	2.7107998294976883e-26	1.5916709962383582e-05	8.177399668871306e-06
LCAC0668	LCAC0668	Control	2	0.9997934939352506	-0.036071	-0.0332521	0.0002059329479554478	6.180001754612852e-51	0.9997934939352506	3.2804900847128304e-19	5.731167940653642e-07
LCAC0669	LCAC0669	Control	0	0.9999976567531577	-0.00564622	-0.00123052	0.9999976567531577	2.0648720913449414e-26	8.94169099550859e-19	3.756128051611656e-08	2.305685562598976e-06
LCAC0672	LCAC0672	Control	0	0.999908669844084	0.00463828	-0.00135358	0.999908669844084	2.7040214545330618e-18	1.6620893075850195e-29	6.649400109702003e-05	2.4836154816702207e-05
LCAC0674	LCAC0674	Control	0	0.9999971934883202	-0.00360223	-0.00063525	0.9999971934883202	7.205442591254026e-25	7.838930072453395e-21	1.2247771590963227e-07	2.684033964757668e-06
LCAC0727	LCAC0727	Control	0	0.9999836898316009	0.00207661	0.00561219	0.9999836898316009	9.702654396262408e-21	4.685487095459257e-27	5.319238079621251e-06	1.0990930316564446e-05
LCAC0690	LCAC0690	Control	0	0.9999950436717343	-0.00120449	0.00633526	0.9999950436717343	2.402135764220033e-23	1.247069503890489e-23	4.705013019040227e-07	4.485826962081769e-06
LCAC0700	LCAC0700	Control	0	0.9999973940856223	-0.00938202	-0.00234483	0.9999973940856223	3.876766964660758e-29	3.6208574627599986e-15	4.655144688496028e-09	2.6012592308193016e-06
LCAC0702	LCAC0702	Control	0	0.9999950065177161	-0.0135002	-0.00422193	0.9999950065177161	4.088870366797478e-32	1.7751927826508342e-11	5.581777587544738e-10	4.992906355662324e-06
LCAC0705	LCAC0705	Control	0	0.9999978792252517	-0.00745659	-0.0057011	0.9999978792252517	1.3962925572540518e-27	8.812845128470379e-17	1.4863738165693446e-08	2.105911008071879e-06
LCAC0706	LCAC0706	Control	0	0.9999970232678617	-0.00373671	0.00606125	0.9999970232678617	3.0617406727751517e-25	5.015670006804133e-21	8.576167112967537e-08	2.890970465353986e-06
LCAC0711	LCAC0711	Control	2	0.9997251096494825	-0.0356665	-0.0360499	0.0002745840134481739	6.041145974121334e-51	0.9997251096494825	3.134034779610525e-19	3.063370662481804e-07
LCAC0713	LCAC0713	Control	0	0.9999981987893185	-0.00846616	-0.0129009	0.9999981987893185	4.140038352425669e-28	1.9865362226619756e-15	1.0916262984407615e-08	1.790294419803197e-06
LCAC0718	LCAC0718	Control	0	0.9999962217302771	-0.0117543	-0.00213879	0.9999962217302771	6.459801037654002e-31	4.830487990822472e-13	1.377586262708242e-09	3.77689165088141e-06
LCAC0719	LCAC0719	Control	0	0.9999266290516661	0.00400598	-0.0078746	0.9999266290516661	1.6688713275032463e-18	1.9706789099018922e-28	5.693100575801518e-05	1.6439942579244463e-05
LCAC0691	LCAC0691	Control	0	0.9999679724275066	0.00325032	0.00337589	0.9999679724275066	1.201849837174002e-19	3.370223132547444e-28	1.5389172656142497e-05	1.6638399834982908e-05
LCAC0867	LCAC0867	Control	0	0.999996722158656	-0.00351262	0.009527	0.999996722158656	2.7855177651949743e-25	2.1501888561547525e-21	8.896703039329576e-08	3.1888743126303827e-06
LCAC0869	LCAC0869	Control	0	0.9999959637941753	-0.00192853	0.00996809	0.9999959637941753	4.197725368728759e-24	4.9225023190098334e-23	2.360763267450365e-07	3.8001295002032702e-06
LCAC0874	LCAC0874	Control	0	0.9997427185877379	0.0055523	-0.0109874	0.9997427185877379	3.457284638759065e-17	4.873483983065476e-30	0.0002311306841162019	2.6150728148698572e-05
NAG10066	NAG10066	Control	0	0.9999976142702932	-0.0104528	-0.00957186	0.9999976142702932	9.222040469886987e-30	7.981689607084352e-14	3.0758824510813623e-09	2.3826537445225753e-06
NAG10067	NAG10067	Control	0	0.9999955550220019	-0.0145719	-0.00770174	0.9999955550220019	6.581634658081606e-33	1.8967420601237308e-10	3.059598645553825e-10	4.4444823627577825e-06
NAG10094	NAG10094	Control	0	0.999996924349241	-0.0119927	-0.0062717	0.999996924349241	5.617969145894091e-31	1.077348985049456e-12	1.1802760077991034e-09	3.0744694075136023e-06
NAG10099	NAG10099	Control	0	0.9998219360682491	-0.0222234	-0.0219118	0.9998219360682491	1.0998855746696156e-38	0.0001713353203674009	2.4776369447525938e-12	6.728608906643159e-06
NAG10102	NAG10102	Control	0	0.9999934085005905	-0.0185147	-0.013353	0.9999934085005905	7.10087847067945e-36	2.7681000438161456e-07	3.0362993953228935e-11	6.314659043886495e-06
NAG10104	NAG10104	Control	0	0.999997107419815	-0.0118461	-0.00738563	0.999997107419815	7.596423496616024e-31	9.964384187846301e-13	1.3985832468093641e-09	2.8911806036627245e-06
NAG10106	NAG10106	Control	1	0.9999965923614215	0.0670233	-0.000684898	1.5828360356482256e-35	0.9999965923614215	1.763390080475967e-170	1.1241338763832547e-07	3.2952251923658663e-06
NAG10110	NAG10110	Control	0	0.9999967376314481	-0.00275452	-0.00178839	0.9999967376314481	4.513531008386637e-24	1.2865662115451206e-21	2.3817663677813098e-07	3.0241919132021114e-06
NAG10136	NAG10136	Control	0	0.9999978485888837	-0.00703968	-0.0049574	0.9999978485888837	2.744494016262959e-27	3.191734233376589e-17	1.8425744985158524e-08	2.1329853698763063e-06
NAG10061	NAG10061	Control	0	0.9999970076807764	-0.00614188	0.0107465	0.9999970076807764	2.8846819191663883e-27	7.972055766497684e-19	1.878074056667876e-08	2.973538484643882e-06
NAG10137	NAG10137	Control	0	0.9999965148094211	-0.00322004	0.0159281	0.9999965148094211	1.8786894289304274e-25	5.783115425401627e-22	8.541387708788434e-08	3.3997766991441086e-06
NAG10161	NAG10161	Control	0	0.9999971261194771	-0.011864	-0.00665047	0.9999971261194771	7.014704204230933e-31	8.602694575846398e-13	1.3620363303935791e-09	2.872517629470023e-06
NAG10164	NAG10164	Control	0	0.9999958074916144	-0.0159602	-0.0116235	0.9999958074916144	6.769332029029292e-34	3.2327190583667517e-09	1.3499067369797661e-10	4.189140676615958e-06
NAG10169	NAG10169	Control	0	0.9999973809813101	-0.00691683	0.00111124	0.9999973809813101	2.0428368060328643e-27	1.2696560377760038e-17	1.6758195958342635e-08	2.602260493811363e-06
NAG10172	NAG10172	Control	0	0.9999960814681752	-0.0145793	-0.00966518	0.9999960814681752	6.214962692110775e-33	2.2487982054500465e-10	3.1033638301002897e-10	3.917996611505492e-06
NAG10188	NAG10188	Control	0	0.9999975613044186	-0.0089042	-0.00502811	0.9999975613044186	1.1450097984805777e-28	1.8326248367534214e-15	6.663566021430211e-09	2.4320320160527984e-06
NAG10200	NAG10200	Control	0	0.9999959106696619	-0.00170574	-0.00247909	0.9999959106696619	2.79431548046605e-23	1.2507228932594608e-22	5.125750344750953e-07	3.576755306313695e-06
NAG10213	NAG10213	Control	0	0.9999965806030902	-0.0141179	-0.0106323	0.9999965806030902	1.8885161012220313e-32	1.0429324379432398e-10	3.8469898253950453e-10	3.4189079165123418e-06
NAG10219	NAG10219	Control	0	0.9999972156043253	-0.0106605	-0.00367906	0.9999972156043253	5.016239620429012e-30	5.806888966153673e-14	2.537903736101389e-09	2.7818577145130548e-06
NAG10227	NAG10227	Control	0	0.9999973038054788	-0.00575704	0.00672649	0.9999973038054788	8.156009816345564e-27	4.717091248041524e-19	2.6520695960172874e-08	2.669673826877749e-06
NAG10138	NAG10138	Control	0	0.9999967336016037	-0.00240622	-0.00680723	0.9999967336016037	1.1025027914635379e-23	1.1064008398982301e-21	3.8904501383754773e-07	2.8773533847655036e-06
NAG10055	NAG10055	Control	0	0.99999511975391	-0.0153068	-0.00837881	0.99999511975391	1.7866531048618742e-33	7.105177755500894e-10	2.0391840567078194e-10	4.879331653263954e-06
NAG10053	NAG10053	Control	0	0.9999979493576775	-0.00973462	-0.0111935	0.9999979493576775	4.325551967516225e-29	2.2112880657869235e-14	4.7132376265023335e-09	2.0459290664612327e-06
NAG10050	NAG10050	Control	0	0.9999976507470316	-0.0118633	-0.0110481	0.9999976507470316	9.945556997298727e-31	1.5355665727349427e-12	1.4108262939355794e-09	2.3478406095182355e-06
LCAC0880	LCAC0880	Control	0	0.9999972978927097	-0.0058183	0.00508459	0.9999972978927097	8.689270997998455e-27	6.822290663854685e-19	2.7163219596862365e-08	2.674944068653748e-06
LCAC0881	LCAC0881	Control	0	0.999997986643236	-0.00689355	-0.00767865	0.999997986643236	4.756236275587221e-27	3.289168761477111e-17	2.2746816807257024e-08	1.9906099479638598e-06
LCAC0882	LCAC0882	Control	0	0.9999970930627851	-0.00300411	-0.00509287	0.9999970930627851	3.733587733799342e-24	3.5025167371084146e-21	2.379909393549292e-07	2.6689462777105535e-06
LCAC0891	LCAC0891	Control	0	0.9999846174778676	0.00207285	0.00725592	0.9999846174778676	8.777086556332529e-21	4.031848601058129e-27	4.897743630906184e-06	1.0484778499702955e-05
LCAC0895	LCAC0895	Control	0	0.999992795713745	0.000182219	0.000201582	0.999992795713745	5.87087547141766e-22	9.266138671382341e-25	1.6906831058171371e-06	5.513603150694273e-06
LCAC0901	LCAC0901	Control	0	0.9999978664742862	-0.00870415	-0.00767381	0.9999978664742862	1.8040333686285838e-28	1.6259674641909722e-15	8.054366927488496e-09	2.1254713434280914e-06
LCAC0902	LCAC0902	Control	0	0.9999960739379585	-0.0128315	-0.00312817	0.9999960739379585	1.243496397787499e-31	4.347196030842304e-12	7.835349665412399e-10	3.925274160832822e-06
LCAC0903	LCAC0903	Control	0	0.999996830918524	-0.00282423	0.000589959	0.999996830918524	2.3278847468258248e-24	1.138036030994121e-21	1.9829017423388997e-07	2.970791302587173e-06
LCAC0910	LCAC0910	Control	0	0.9960630576085115	0.00923141	-0.0100155	0.9960630576085115	2.0721169169624485e-14	1.5436406859400567e-34	0.003812132725084229	0.00012480966638359344
LCAC0912	LCAC0912	Control	0	0.9999979616076331	-0.00729849	-0.0053141	0.9999979616076331	1.4749412321203473e-27	5.429104111664495e-17	1.6654909768878246e-08	2.021737456106039e-06
LCAC0921	LCAC0921	Control	0	0.9999971564678068	-0.00409379	0.00644635	0.9999971564678068	1.3466152701737309e-25	1.0830272475481201e-20	6.972388207992205e-08	2.7738083100271558e-06
NAG10004	NAG10004	Control	0	0.9999940655441092	-0.015516	-0.0062213	0.9999940655441092	1.3157825848026758e-33	8.837315739621273e-10	1.8942551267966324e-10	5.933382732868467e-06
NAG10005	NAG10005	Control	0	0.9999968826086765	-0.01192	-0.0063968	0.9999968826086765	6.845509115442717e-31	1.030440353813887e-12	1.278510284831393e-09	3.116111780064336e-06
NAG10019	NAG10019	Control	0	0.9999887651921121	-0.0176772	-0.00579562	0.9999887651921121	3.679028799750654e-35	3.8534989539800896e-08	6.469544761781468e-11	1.119620820387018e-05
NAG10022	NAG10022	Control	0	0.9999938138503017	-0.01619	-0.00798403	0.9999938138503017	3.899882432032144e-34	3.45006557850978e-09	1.3097801485366694e-10	6.182568655736794e-06
NAG10024	NAG10024	Control	0	0.999996212169213	-0.0123605	-0.00259151	0.999996212169213	3.002120110786737e-31	1.5856042339753978e-12	1.0065238221309602e-09	3.786822677828105e-06
NAG10028	NAG10028	Control	0	0.9999951997370178	-0.00102674	-0.00166859	0.9999951997370178	7.468705474938164e-23	2.1580523603273018e-23	7.639161062752577e-07	4.036346876828102e-06
NAG10030	NAG10030	Control	0	0.9999977932681889	-0.00613898	-0.00503949	0.9999977932681889	1.226205412458046e-26	4.4602364122154486e-18	3.255996416266846e-08	2.174171847663548e-06
NAG10032	NAG10032	Control	0	0.9999979173453952	-0.00550798	-0.00914749	0.9999979173453952	6.431881485506645e-26	1.945426972334661e-18	5.903411330178969e-08	2.0236204907486255e-06
NAG10033	NAG10033	Control	0	0.9999978037976951	-0.0100861	-0.00959427	0.9999978037976951	1.7404409809517756e-29	3.7604972235898106e-14	3.8176160605060605e-09	2.1923846525040746e-06
NAG10049	NAG10049	Control	0	0.9999978166051016	-0.00596299	-0.00445883	0.9999978166051016	1.821840626754377e-26	2.68166920160032e-18	3.475393547247301e-08	2.1486409653682818e-06
NAG10238	NAG10238	Control	0	0.9999979357924452	-0.00904778	-0.00847769	0.9999979357924452	9.967062983214897e-29	3.637560866767166e-15	6.591531277101959e-09	2.057616019451846e-06
NAG13927	NAG13927	Control	0	0.999996781584432	-0.0116918	-0.00508928	0.999996781584432	8.996447854801955e-31	5.416091001975508e-13	1.4494805248020836e-09	3.2169655488989982e-06
NAG13933	NAG13933	Control	0	0.9999950910280258	-0.0138072	-0.00426724	0.9999950910280258	2.7351116351299925e-32	3.1862331675972845e-11	4.702851245648263e-10	4.908469826918966e-06
NAG13937	NAG13937	Control	0	0.9999979418477338	-0.00769137	-0.00894971	0.9999979418477338	1.0388473135677268e-27	2.409243326443309e-16	1.5643248987190953e-08	2.0425090147080994e-06
NAG18011	NAG18011	Control	0	0.9999966797715845	-0.0128402	-0.0085592	0.9999966797715845	1.5482490312369398e-31	7.668377139777758e-12	7.888395817974203e-10	3.3194319065370094e-06
NAG18012	NAG18012	Control	0	0.9999947476450944	-0.0164678	-0.0115482	0.9999947476450944	3.1019826249178373e-34	7.756982253893289e-09	1.0245026594459285e-10	5.244495476384326e-06
NAG18026	NAG18026	Control	0	0.9999975031930618	-0.00914343	-0.00472579	0.9999975031930618	6.793585171239091e-29	2.94205241014822e-15	5.8263655322300175e-09	2.4909805724629753e-06
NAG18035	NAG18035	Control	0	0.9999959216645348	-0.0150104	-0.00933515	0.9999959216645348	3.0386750533906655e-33	4.5525578255915615e-10	2.3716180246267053e-10	4.07764304785337e-06
NAG18036	NAG18036	Control	0	0.9999813192175582	-0.0199839	-0.00905378	0.9999813192175582	6.750883699544768e-37	2.1875049729348026e-06	1.691848028420239e-11	1.6493260550742903e-05
NAG18064	NAG18064	Control	0	0.999996178465377	-0.0144137	-0.00995056	0.999996178465377	8.791401365356274e-33	1.763040238734866e-10	3.2926297648528135e-10	3.821029054082756e-06
NAG18067	NAG18067	Control	0	0.9999885986476833	-0.0193161	-0.00945429	0.9999885986476833	1.6305373884972914e-36	6.959513789509008e-07	2.3595623920080932e-11	1.07053773437971e-05
NAG18072	NAG18072	Control	0	0.9999938164967059	-0.0166818	-0.0100242	0.9999938164967059	1.9810715647305508e-34	1.005051791894558e-08	9.35602095475589e-11	6.1733592160225865e-06
NAG18084	NAG18084	Control	0	0.9999890944160106	0.00127951	0.00772346	0.9999890944160106	1.751851689553391e-21	2.729510256379361e-26	2.5855276426703162e-06	8.32005634927798e-06
NAG17995	NAG17995	Control	0	0.9999973119747498	-0.00553663	0.00419835	0.9999973119747498	1.6302007219074752e-26	3.867617186738311e-19	3.3227961675789615e-08	2.654797285190646e-06
NAG18086	NAG18086	Control	0	0.999996241581286	-0.0121374	-0.00399978	0.999996241581286	3.6799434794531363e-31	1.2266309851286238e-12	1.1409556413544501e-09	3.7572765322585594e-06
NAG18131	NAG18131	Control	0	0.9999956219139567	-0.00149016	0.00785544	0.9999956219139567	1.1463663055927862e-23	2.055094526398304e-23	3.501891784731984e-07	4.02789686429527e-06
NAG18144	NAG18144	Control	0	0.9999976274577508	-0.00893869	-0.0054308	0.9999976274577508	1.0106122061750528e-28	2.060091553438648e-15	6.596223391383146e-09	2.365946023930576e-06
NAG18150	NAG18150	Control	0	0.9999929027592898	-0.0171999	-0.00867053	0.9999929027592898	7.308552673337801e-35	2.1770881023350894e-08	7.282177028185973e-11	7.075397009819554e-06
NAG18151	NAG18151	Control	0	0.9999965117269067	-0.0127068	-0.00812211	0.9999965117269067	2.1019035963034836e-31	5.8034018338622236e-12	8.301344712945892e-10	3.487437153062543e-06
NAG18167	NAG18167	Control	0	0.9999979028970342	-0.00551974	-0.00641237	0.9999979028970342	4.4425354265398295e-26	1.2546528585104138e-18	5.0331444634351e-08	2.046771521988924e-06
NAG18170	NAG18170	Control	0	0.999997290708498	-0.00925608	-0.00173778	0.999997290708498	4.6806660102639776e-29	2.5852626114256602e-15	4.96464030591857e-09	2.704326857035854e-06
NAG18185	NAG18185	Control	0	0.9999972956022815	-0.0128524	-0.0104776	0.9999972956022815	1.4869956879235162e-31	9.64440364818405e-12	7.8212027013138e-10	2.7036059551246718e-06
NAG18187	NAG18187	Control	0	0.9999958079734592	-0.0139591	-0.00782008	0.9999958079734592	2.0459913702972488e-32	5.92320465865993e-11	4.210082621408513e-10	4.19154630090214e-06
NAG18188	NAG18188	Control	0	0.99999681404622	-0.0126921	-0.00779727	0.99999681404622	1.9765981145046417e-31	5.416372433426648e-12	8.437695475555224e-10	3.1851045906901524e-06
NAG18106	NAG18106	Control	0	0.9999957465615454	-0.00134688	-0.012064	0.9999957465615454	1.2931942189198006e-22	1.965015128262674e-22	1.1500884988358017e-06	3.10334995413004e-06
NAG18190	NAG18190	Control	0	0.999998119605667	-0.00850726	-0.0117556	0.999998119605667	3.221624990745706e-28	1.950634365029137e-15	1.0515677915063787e-08	1.869878653691381e-06
NAG17994	NAG17994	Control	0	0.9999979323719673	-0.0095988	-0.0109034	0.9999979323719673	4.8477599046856156e-29	1.6133754831867626e-14	5.172584323984088e-09	2.062455433446721e-06
NAG17971	NAG17971	Control	0	0.9999963854951203	-0.0116269	-0.00408921	0.9999963854951203	9.329783644122642e-31	4.429942966710616e-13	1.4754378071977739e-09	3.6130289979814596e-06
NAG17733	NAG17733	Control	0	0.9999979237263932	-0.0114016	-0.0130141	0.9999979237263932	2.3609036820382795e-30	8.193938688561968e-13	1.97532464474274e-09	2.074297464906321e-06
NAG17797	NAG17797	Control	0	0.9999965680721737	-0.01232	-0.00556554	0.9999965680721737	3.7711733996662576e-31	2.0534948924685904e-12	1.0517334815163135e-09	3.4308740407864835e-06
NAG17814	NAG17814	Control	0	0.999992325069718	-0.0170756	-0.00874659	0.999992325069718	9.280022349612262e-35	1.735547016068458e-08	7.681059881172083e-11	7.657497999672817e-06
NAG17815	NAG17815	Control	0	0.9999973415108949	-0.0104342	-0.00717365	0.9999973415108949	9.573026644567471e-30	5.5310395759496156e-14	2.926106573195999e-09	2.6555629433451485e-06
NAG17816	NAG17816	Control	0	0.9999969858509563	-0.0101716	-0.00246569	0.9999969858509563	1.1007854336514732e-29	2.0621865886931866e-14	3.0715988094929043e-09	3.0110774258241453e-06
NAG17824	NAG17824	Control	0	0.9999594743468849	-0.0212991	-0.00722771	0.9999594743468849	7.383339951966937e-38	1.4602469918129655e-05	1.0245853170569916e-11	2.5923172948133176e-05
NAG17856	NAG17856	Control	0	0.99999201561063	-0.0186591	-0.0111816	0.99999201561063	6.431920567982583e-36	2.963689150787393e-07	3.2229617154224245e-11	7.687988223219047e-06
NAG17858	NAG17858	Control	0	0.9999961457519574	-0.015958	-0.0136428	0.9999961457519574	7.601195567364467e-34	3.974317602179037e-09	1.3033805426450272e-10	3.850143389814362e-06
NAG17863	NAG17863	Control	0	0.9999976780275385	-0.011335	-0.0105471	0.9999976780275385	2.2338985240835052e-30	5.106446142502338e-13	1.9940378630652955e-09	2.319977911905241e-06
NAG17982	NAG17982	Control	0	0.9999970996226808	-0.0121675	-0.00797928	0.9999970996226808	4.422190916823952e-31	1.8808471178371716e-12	1.1461078028592948e-09	2.8992293293816715e-06
NAG17880	NAG17880	Control	0	0.9999961917441221	-0.0142343	-0.00918877	0.9999961917441221	1.2783625397264882e-32	1.1180565090399782e-10	3.5229649362044566e-10	3.807791775921248e-06
NAG17888	NAG17888	Control	0	0.9999951262502152	-0.0149558	-0.0067655	0.9999951262502152	2.9472530404759508e-33	3.3247913606416656e-10	2.517808956709728e-10	4.873165524790088e-06
NAG17903	NAG17903	Control	0	0.9999970675211005	-0.0108869	-0.00563942	0.9999970675211005	4.525032071651887e-30	1.2984922600153392e-13	2.3003794236651556e-09	2.9301783920060524e-06
NAG17917	NAG17917	Control	0	0.9999969036768723	-0.0120204	-0.00754539	0.9999969036768723	5.368909410056268e-31	1.4030005049248525e-12	1.2446968620083942e-09	3.0950770300877676e-06
NAG17918	NAG17918	Control	0	0.9999979183485108	-0.00854711	-0.00891498	0.9999979183485108	3.008565742715577e-28	1.4319625256083248e-15	9.237799696929483e-09	2.0724136864678452e-06
NAG17919	NAG17919	Control	0	0.9999964051877439	-0.0129963	-0.0084873	0.9999964051877439	1.186881898505711e-31	1.0820656397890124e-11	7.323719034210205e-10	3.594069064622925e-06
NAG17935	NAG17935	Control	0	0.9999970647340746	-0.0131565	-0.0112419	0.9999970647340746	9.804697124575755e-32	2.0079254524537346e-11	6.854058254903232e-10	2.9345604417556785e-06
NAG17943	NAG17943	Control	0	0.9999968231043662	-0.0132712	-0.0104013	0.9999968231043662	7.353156732511793e-32	2.170228395914604e-11	6.054841241162141e-10	3.1762684446497766e-06
NAG17952	NAG17952	Control	0	0.9999929676573575	-0.0165208	-0.00712583	0.9999929676573575	2.2350417614331254e-34	5.5808607663432384e-09	1.0882937735062323e-10	7.0266529492346776e-06
NAG17963	NAG17963	Control	0	0.9999969955244208	-0.0130724	-0.0117952	0.9999969955244208	1.3465064917014815e-31	1.775799655169748e-11	7.189545282096038e-10	3.0037388633173377e-06
NAG17884	NAG17884	Control	0	0.9999956416209577	-0.0140511	-0.00783319	0.9999956416209577	1.7930774583310017e-32	7.061386841934804e-11	3.89878298055738e-10	4.35791854968689e-06
NAG17713	NAG17713	Control	0	0.9999961079499717	-0.0154068	-0.0119052	0.9999961079499717	1.7048048313714555e-33	1.2921243901158433e-09	1.8735127547741773e-10	3.890570550010833e-06
NAG18193	NAG18193	Control	0	0.9999977473869741	-0.00911938	-0.00578094	0.9999977473869741	8.86487808646947e-29	2.8244564288761824e-15	5.82235198360423e-09	2.2467906702500747e-06
NAG18196	NAG18196	Control	0	0.9999979588645647	-0.0100739	-0.0124315	0.9999979588645647	2.3563851733411373e-29	5.32853287727682e-14	3.997416958553244e-09	2.037137961893116e-06
NAG18389	NAG18389	Control	0	0.9999961380192208	-0.0140988	-0.00967201	0.9999961380192208	1.742297532762937e-32	9.37987826094834e-11	3.912707260429272e-10	3.861495707026196e-06
