	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
0	0.0	17.785517328833265	3.1296140191391735	22.401549724484024	3.124594630360575	1.7879662623726327	5.673769253901449	17.376325375059437	2.218646251918999	17.442474452597185	4.634316901298464	3.8010498177705285	1.69731511671505	1.7838165124575909	17.658217805675175	7.455398501427864	2.742196998536411	19.21856357432201	3.431259953273329	2.210294720617237	3.7571288679654646	4.415050834963615	1.6034314982817541	13.434660818883064	10.304341864864465	7.702644298442153
1	17.785517328833265	0.0	19.926950578340143	31.494924812648637	21.348688968418713	20.239319910942395	18.216726216259723	31.3634268105851	14.313607425644598	3.497654139142122	21.67117421154999	18.501260348124156	19.532725223033044	20.021053323843283	1.012975118252612	7.40655836587662	20.5472887767808	1.8825769323229689	20.47853252313826	18.450793018188893	20.60964810750729	19.628264141022495	16.78616331427643	1.8051575905439838	10.413298740282142	24.499019279597395
2	3.1296140191391735	19.926950578340143	0.0	25.34568997369045	4.8869449899028625	3.0276933500902916	3.4913075602110584	20.03494432439663	4.64490817474163	18.424761131763653	6.617517743217509	1.4159366903609052	4.3043439976972735	1.5124921197658636	19.600561991469036	9.081715013716131	1.5698526040772984	20.85159321121688	5.8528743278371085	1.2686832192018185	1.0462320151823774	1.6510305225178303	4.807509880603228	15.093956370047604	9.884228243577732	8.944095016120277
3	22.401549724484024	31.494924812648637	25.34568997369045	0.0	19.475743064148084	22.05618280546591	22.992033473826474	9.1022138293559	20.635145134812124	30.19408763849458	16.896521603280195	24.893709454393242	21.09319090704974	23.73971089313736	31.95883869498405	23.690964017439494	24.017156694626625	32.95463228729708	18.866211347580727	24.059547072995773	25.43126334593961	24.64327347133342	20.672744097464687	27.497855058105692	22.926773587487528	8.289732475786927
4	3.124594630360575	21.348688968418713	4.8869449899028625	19.475743064148084	0.0	1.9601932334270882	7.170934027463602	13.654690249441082	4.772994172945143	19.93391208003205	1.84881741347638	5.858083707236205	1.6115856780223252	3.564021205529044	21.164000514324744	9.949790212123432	3.587016978830734	22.61058950314821	1.2239557052388872	4.7315048578566	4.978350892793482	5.962024748169557	3.5705411657127537	16.189785503551843	11.389794040767736	5.150610029151965
5	1.7879662623726327	20.239319910942395	3.0276933500902916	22.05618280546591	1.9601932334270882	0.0	5.764631661008975	16.456264866583876	3.9769941154814537	19.041241555501	3.7810397229450206	4.122168179123658	1.517885525918051	1.631318553566073	20.03180485291917	9.14016918442234	1.8245075470426402	21.475831949871164	2.889455747393685	2.9155200616670607	3.235142811973947	4.316147294691912	3.1337810304108578	15.318885789417829	10.701198507742715	6.73260665279852
6	5.673769253901449	18.216726216259723	3.4913075602110584	22.992033473826474	7.170934027463602	5.764631661008975	0.0	18.69940261160317	6.285847112656647	17.299056911332816	8.522398285465888	2.5294549556685766	6.699112028563588	4.616794112540055	17.820688113943906	9.272386305102243	4.532935326010981	18.848113281991324	7.901170552892222	3.885940704306909	3.4786456956159117	2.034997350168621	6.784388697435128	14.376308323834538	9.282481617151536	10.395371229453334
7	17.376325375059437	31.3634268105851	20.03494432439663	9.1022138293559	13.654690249441082	16.456264866583876	18.69940261160317	0.0	16.06538575011476	28.71310852872521	11.056988568163506	20.02625133295952	15.596983999904118	18.58555157403133	31.521076715307995	19.587475775449477	18.268342580326344	33.02374067839771	13.093133623592156	19.396028162521446	19.900924754048997	19.653039301017802	15.743565481527488	25.128018053430942	17.982759201843972	5.445183698587267
8	2.218646251918999	14.313607425644598	4.64490817474163	20.635145134812124	4.772994172945143	3.9769941154814537	6.285847112656647	16.06538575011476	0.0	14.927333256627064	5.657604578966423	4.6219090517190615	3.334825088491098	3.81091071124245	14.201698481881087	5.272777430814448	4.790700848070755	15.727635375099133	4.49866357013992	3.320632239403564	5.428969529382888	5.555991362315854	1.537248361306302	10.834988868653067	9.838703140903077	8.45195714896914
9	17.442474452597185	3.497654139142122	18.424761131763653	30.19408763849458	19.93391208003205	19.041241555501	17.299056911332816	28.71310852872521	14.927333256627064	0.0	20.43347915372548	17.445648807944718	18.707766026490347	18.64226405454852	3.8024975093001196	9.303873134154626	19.039697164069487	2.3375969087143273	19.54097164180317	17.564346377861874	18.93281642577603	18.18485403496817	16.786817985870073	4.700597156298279	10.58694963503712	22.551831383009997
