Mainland_Merged_Cluster	Mainland_Premerge_Cluster_Default	Mainland_Premerge_Clusters	Mainland_Merged_Component_Count
2	0	0,2,3,4,7,8,11,12,13,14,15,16,18,20,22,24,25	17
