Sample_ID	Original_Cluster	Rank
NAG15723	Cluster 0	5
NAG15737	Cluster 0	5
NAG15785	Cluster 0	5
NAG15818	Cluster 0	5
NAG15828	Cluster 0	5
NAG15850	Cluster 0	5
NAG15887	Cluster 0	5
NAG15893	Cluster 0	5
NAG15960	Cluster 0	5
NAG15977	Cluster 0	5
NAG15982	Cluster 0	5
NAG15983	Cluster 0	5
NAG15991	Cluster 0	5
NAG15994	Cluster 0	5
NAG16000	Cluster 0	5
NAG16053	Cluster 0	5
NAG16055	Cluster 0	5
NAG16151	Cluster 0	5
NAG16154	Cluster 0	5
NAG16181	Cluster 0	5
NAG16183	Cluster 0	5
NAG16217	Cluster 0	5
NAG16230	Cluster 0	5
NAG16337	Cluster 0	5
NAG16367	Cluster 0	5
NAG16412	Cluster 0	5
NAG16420	Cluster 0	5
NAG16437	Cluster 0	5
NAG16510	Cluster 0	5
NAG16556	Cluster 0	5
NAG16644	Cluster 0	5
NAG16661	Cluster 0	5
NAG16759	Cluster 0	5
NAG16772	Cluster 0	5
NAG16802	Cluster 0	5
NAG16860	Cluster 0	5
NAG16897	Cluster 0	5
NAG16908	Cluster 0	5
NAG16929	Cluster 0	5
NAG17008	Cluster 0	5
NAG17009	Cluster 0	5
NAG17016	Cluster 0	5
NAG17039	Cluster 0	5
NAG17041	Cluster 0	5
NAG17050	Cluster 0	5
NAG17106	Cluster 0	5
NAG17110	Cluster 0	5
NAG17177	Cluster 0	5
NAG17186	Cluster 0	5
NAG17226	Cluster 0	5
NAG17252	Cluster 0	5
NAG17351	Cluster 0	5
NAG17355	Cluster 0	5
NAG17367	Cluster 0	5
NAG17372	Cluster 0	5
NAG17380	Cluster 0	5
NAG17403	Cluster 0	5
NAG17437	Cluster 0	5
NAG17443	Cluster 0	5
NAG17455	Cluster 0	5
NAG17465	Cluster 0	5
NAG17466	Cluster 0	5
NAG17530	Cluster 0	5
NAG17592	Cluster 0	5
NAG17623	Cluster 0	5
NAG17815	Cluster 0	5
NAG17903	Cluster 0	5
NAG17918	Cluster 0	5
NAG17982	Cluster 0	5
NAG18026	Cluster 0	5
NAG18086	Cluster 0	5
NAG18144	Cluster 0	5
NAG18167	Cluster 0	5
NAG18193	Cluster 0	5
NAG18200	Cluster 0	5
NAG18223	Cluster 0	5
NAG18245	Cluster 0	5
NAG18303	Cluster 0	5
NAG18305	Cluster 0	5
NAG18398	Cluster 0	5
NAG18447	Cluster 0	5
NAG18536	Cluster 0	5
NAG18539	Cluster 0	5
NAG18554	Cluster 0	5
NAG18576	Cluster 0	5
NAG18577	Cluster 0	5
NAG18580	Cluster 0	5
NAG18623	Cluster 0	5
NAG18646	Cluster 0	5
NAG18649	Cluster 0	5
NAG18662	Cluster 0	5
NAG18743	Cluster 0	5
NAG18916	Cluster 0	5
NAG19023	Cluster 0	5
NAG19061	Cluster 0	5
NAG19095	Cluster 0	5
NAG19102	Cluster 0	5
NAG19125	Cluster 0	5
NAG19136	Cluster 0	5
NAG19148	Cluster 0	5
NAG19152	Cluster 0	5
NAG19159	Cluster 0	5
NAG19242	Cluster 0	5
NAG19256	Cluster 0	5
NAG19293	Cluster 0	5
NAG19307	Cluster 0	5
NAG19338	Cluster 0	5
NAG19339	Cluster 0	5
NAG19349	Cluster 0	5
NAG19427	Cluster 0	5
NAG19449	Cluster 0	5
NAG19521	Cluster 0	5
NAG19530	Cluster 0	5
NAG19553	Cluster 0	5
NAG19568	Cluster 0	5
NAG19572	Cluster 0	5
NAG19648	Cluster 0	5
NAG19664	Cluster 0	5
NAG19745	Cluster 0	5
NAG19757	Cluster 0	5
NAG19797	Cluster 0	5
NAG19800	Cluster 0	5
NAG19819	Cluster 0	5
NAG19895	Cluster 0	5
NAG19921	Cluster 0	5
NAG19922	Cluster 0	5
PHHK0003	Cluster 0	5
PHOK0016	Cluster 0	5
PHOK0025	Cluster 0	5
PHOK0029	Cluster 0	5
PHOK0137	Cluster 0	5
PHOK0155	Cluster 0	5
PHOK0167	Cluster 0	5
PHOK0228	Cluster 0	5
PHOK0243	Cluster 0	5
PHOK0330	Cluster 0	5
PHOK0355	Cluster 0	5
PHOK0368	Cluster 0	5
PHOK0394	Cluster 0	5
PHOM0001	Cluster 0	5
PHOM0042	Cluster 0	5
PHOM0045	Cluster 0	5
PHOM0060	Cluster 0	5
PHOM0061	Cluster 0	5
PHOM0062	Cluster 0	5
PHOM0064	Cluster 0	5
PHOM0077	Cluster 0	5
PHOM0080	Cluster 0	5
PHOM0085	Cluster 0	5
PHOM0092	Cluster 0	5
PHOM0099	Cluster 0	5
PHOM0100	Cluster 0	5
PHOM0101	Cluster 0	5
PHOM0105	Cluster 0	5
PHOM0112	Cluster 0	5
PHOM0120	Cluster 0	5
PHOM0126	Cluster 0	5
PHOM0128	Cluster 0	5
PHOM0142	Cluster 0	5
PHOM0146	Cluster 0	5
PHOM0163	Cluster 0	5
PHOM0172	Cluster 0	5
PHOM0174	Cluster 0	5
PHOM0175	Cluster 0	5
PHOM0201	Cluster 0	5
PHOM0219	Cluster 0	5
PHOM0229	Cluster 0	5
PHOM0231	Cluster 0	5
PHOM0234	Cluster 0	5
PHOM0255	Cluster 0	5
PHOM0269	Cluster 0	5
PHOM0284	Cluster 0	5
PHOM0291	Cluster 0	5
PHOM0300	Cluster 0	5
PHOM0309	Cluster 0	5
PHOM0339	Cluster 0	5
PHOM0340	Cluster 0	5
PHOM0350	Cluster 0	5
PHOM0354	Cluster 0	5
PHOM0356	Cluster 0	5
PHOM0371	Cluster 0	5
PHOM0382	Cluster 0	5
PHOM0397	Cluster 0	5
PHOM0405	Cluster 0	5
PHOM0406	Cluster 0	5
PHOM0409	Cluster 0	5
PHOM0414	Cluster 0	5
PHOM0418	Cluster 0	5
PHOM0432	Cluster 0	5
PHOM0440	Cluster 0	5
PHOM0448	Cluster 0	5
PHOM0457	Cluster 0	5
PHOM0460	Cluster 0	5
PHOM0464	Cluster 0	5
PHOM0469	Cluster 0	5
PHOM0470	Cluster 0	5
PHOM0480	Cluster 0	5
PHOM0485	Cluster 0	5
PHOM0486	Cluster 0	5
PHOM0502	Cluster 0	5
PHOM0506	Cluster 0	5
PHOM0511	Cluster 0	5
PHOM0529	Cluster 0	5
PHOM0531	Cluster 0	5
PHOM0549	Cluster 0	5
PHOM0554	Cluster 0	5
PHOM0555	Cluster 0	5
PHOM0556	Cluster 0	5
PHOM0558	Cluster 0	5
PHOM0560	Cluster 0	5
PHOM0573	Cluster 0	5
PHOM0574	Cluster 0	5
PHOM0584	Cluster 0	5
PHOM0589	Cluster 0	5
PHOM0596	Cluster 0	5
PHOM0598	Cluster 0	5
PHOM0602	Cluster 0	5
PHOM0614	Cluster 0	5
PHOM0616	Cluster 0	5
PHOM0628	Cluster 0	5
PHOM0640	Cluster 0	5
PHOM0642	Cluster 0	5
PHOM0647	Cluster 0	5
PHOM0650	Cluster 0	5
PHOS0001	Cluster 0	5
1000066082	Cluster 21	6
2000064196	Cluster 21	6
2999935519	Cluster 21	6
4000065368	Cluster 21	6
8999935595	Cluster 21	6
8999935901	Cluster 21	6
9000063834	Cluster 21	6
9999936329	Cluster 21	6
AYUM0119	Cluster 21	6
AYUM0207	Cluster 21	6
AYUM0254	Cluster 21	6
C_AC0071	Cluster 21	6
C_AC0190	Cluster 21	6
C_AC0351	Cluster 21	6
C_AC0412	Cluster 21	6
C_AC0442	Cluster 21	6
C_AC0483	Cluster 21	6
C_AC0511	Cluster 21	6
C_AC0517	Cluster 21	6
C_AC0547	Cluster 21	6
C_AC0605	Cluster 21	6
C_AC0620	Cluster 21	6
C_AC0655	Cluster 21	6
C_AC0722	Cluster 21	6
C_AC0747	Cluster 21	6
C_AC0753	Cluster 21	6
C_AC0964	Cluster 21	6
HVUM0324	Cluster 21	6
LCAC0035	Cluster 21	6
LCAC0311	Cluster 21	6
LCAC0367	Cluster 21	6
LCAC0702	Cluster 21	6
LCAC0718	Cluster 21	6
LCAC0902	Cluster 21	6
NAG10024	Cluster 21	6
NAG10278	Cluster 21	6
NAG10293	Cluster 21	6
NAG10378	Cluster 21	6
NAG10381	Cluster 21	6
NAG10534	Cluster 21	6
NAG10579	Cluster 21	6
NAG10965	Cluster 21	6
NAG11647	Cluster 21	6
NAG12028	Cluster 21	6
NAG12500	Cluster 21	6
NAG13528	Cluster 21	6
NAG13581	Cluster 21	6
NAG13636	Cluster 21	6
NAG13839	Cluster 21	6
NAG14353	Cluster 21	6
NAG14488	Cluster 21	6
NAG14586	Cluster 21	6
NAG14591	Cluster 21	6
NAG14613	Cluster 21	6
NAG14814	Cluster 21	6
NAG14943	Cluster 21	6
NAG15655	Cluster 21	6
NAG16924	Cluster 21	6
NAG17024	Cluster 21	6
NAG17033	Cluster 21	6
NAG17270	Cluster 21	6
NAG17400	Cluster 21	6
NAG17404	Cluster 21	6
NAG18438	Cluster 21	6
NAG18533	Cluster 21	6
NAG18813	Cluster 21	6
NAG19210	Cluster 21	6
NAG19357	Cluster 21	6
NAG19630	Cluster 21	6
NAG19786	Cluster 21	6
NAG19908	Cluster 21	6
PHOK0092	Cluster 21	6
PHOK0122	Cluster 21	6
PHOK0171	Cluster 21	6
PHOK0210	Cluster 21	6
PHOK0230	Cluster 21	6
PHOK0255	Cluster 21	6
PHOM0040	Cluster 21	6
PHOM0073	Cluster 21	6
PHOM0153	Cluster 21	6
PHOM0192	Cluster 21	6
PHOM0200	Cluster 21	6
PHOM0277	Cluster 21	6
PHOM0301	Cluster 21	6
PHOM0349	Cluster 21	6
PHOM0380	Cluster 21	6
PHOM0381	Cluster 21	6
PHOM0423	Cluster 21	6
0000063190	Cluster 17	7
0000063210	Cluster 17	7
0000064402	Cluster 17	7
0999934793	Cluster 17	7
1000065500	Cluster 17	7
1000066224	Cluster 17	7
1999934671	Cluster 17	7
1999935261	Cluster 17	7
1999935855	Cluster 17	7
2999935569	Cluster 17	7
3000062952	Cluster 17	7
3999936609	Cluster 17	7
4999934653	Cluster 17	7
5000064016	Cluster 17	7
5000064534	Cluster 17	7
5000065184	Cluster 17	7
5999934593	Cluster 17	7
5999935641	Cluster 17	7
7000063112	Cluster 17	7
7999935513	Cluster 17	7
7999936469	Cluster 17	7
8000064746	Cluster 17	7
8999935515	Cluster 17	7
8999935719	Cluster 17	7
9999936309	Cluster 17	7
9999936379	Cluster 17	7
AYUM0055	Cluster 17	7
AYUM0232	Cluster 17	7
AYUM0360	Cluster 17	7
AYUM0488	Cluster 17	7
AYUM0519	Cluster 17	7
AYUM1018	Cluster 17	7
AYUM5019	Cluster 17	7
AYUM5026	Cluster 17	7
AYUM5117	Cluster 17	7
AYUM5121	Cluster 17	7
AYUM5123	Cluster 17	7
C_AC0069	Cluster 17	7
C_AC0376	Cluster 17	7
C_AC0452	Cluster 17	7
C_AC0498	Cluster 17	7
C_AC0863	Cluster 17	7
C_AC0967	Cluster 17	7
C_AC1665	Cluster 17	7
HVUM0017	Cluster 17	7
HVUM0028	Cluster 17	7
HVUM0274	Cluster 17	7
HVUM0359	Cluster 17	7
HVUM0456	Cluster 17	7
HVUM0695	Cluster 17	7
HVUM0696	Cluster 17	7
HVUM0774	Cluster 17	7
LCAC0355	Cluster 17	7
LCAC0399	Cluster 17	7
LCAC0527	Cluster 17	7
LCAC0575	Cluster 17	7
LCAC0882	Cluster 17	7
NAG10032	Cluster 17	7
NAG10326	Cluster 17	7
NAG11005	Cluster 17	7
NAG11615	Cluster 17	7
NAG11811	Cluster 17	7
NAG12228	Cluster 17	7
NAG12647	Cluster 17	7
NAG12762	Cluster 17	7
NAG13014	Cluster 17	7
NAG13167	Cluster 17	7
NAG13880	Cluster 17	7
NAG14182	Cluster 17	7
NAG15135	Cluster 17	7
NAG15414	Cluster 17	7
NAG15501	Cluster 17	7
NAG15629	Cluster 17	7
NAG16004	Cluster 17	7
NAG16040	Cluster 17	7
NAG16286	Cluster 17	7
NAG16498	Cluster 17	7
NAG16645	Cluster 17	7
NAG16878	Cluster 17	7
NAG17012	Cluster 17	7
NAG17505	Cluster 17	7
NAG17567	Cluster 17	7
NAG18106	Cluster 17	7
NAG18224	Cluster 17	7
NAG18883	Cluster 17	7
NAG19489	Cluster 17	7
NAG19564	Cluster 17	7
PHHK0001	Cluster 17	7
PHOK0041	Cluster 17	7
PHOM0074	Cluster 17	7
PHOM0110	Cluster 17	7
PHOM0129	Cluster 17	7
PHOM0267	Cluster 17	7
PHOM0275	Cluster 17	7
PHOM0389	Cluster 17	7
PHOM0420	Cluster 17	7
PHOM0459	Cluster 17	7
PHOM0609	Cluster 17	7
0000065898	Cluster 19	8
0000065908	Cluster 19	8
0999933489	Cluster 19	8
0999936075	Cluster 19	8
1999936383	Cluster 19	8
2000064534	Cluster 19	8
3000064088	Cluster 19	8
3999934811	Cluster 19	8
4000064260	Cluster 19	8
4000065358	Cluster 19	8
4999935319	Cluster 19	8
4999937057	Cluster 19	8
5000064002	Cluster 19	8
5999935701	Cluster 19	8
6000063808	Cluster 19	8
6000064286	Cluster 19	8
6000065872	Cluster 19	8
6000065902	Cluster 19	8
6999935253	Cluster 19	8
6999935267	Cluster 19	8
6999937415	Cluster 19	8
7999936121	Cluster 19	8
7999936489	Cluster 19	8
8000063768	Cluster 19	8
8000064786	Cluster 19	8
AYUM0110	Cluster 19	8
AYUM0165	Cluster 19	8
AYUM0226	Cluster 19	8
AYUM0238	Cluster 19	8
AYUM0243	Cluster 19	8
AYUM0244	Cluster 19	8
AYUM0405	Cluster 19	8
AYUM0574	Cluster 19	8
AYUM0597	Cluster 19	8
AYUM0614	Cluster 19	8
AYUM0616	Cluster 19	8
AYUM1007	Cluster 19	8
AYUM5017	Cluster 19	8
AYUM5035	Cluster 19	8
AYUM5044	Cluster 19	8
AYUM5101	Cluster 19	8
AYUM5104	Cluster 19	8
AYUM5105	Cluster 19	8
AYUM5118	Cluster 19	8
AYUM5124	Cluster 19	8
AYUM5139	Cluster 19	8
AYUM5157	Cluster 19	8
C_AC0020	Cluster 19	8
C_AC0038	Cluster 19	8
C_AC0067	Cluster 19	8
C_AC0124	Cluster 19	8
C_AC0149	Cluster 19	8
C_AC0181	Cluster 19	8
C_AC0182	Cluster 19	8
C_AC0223	Cluster 19	8
C_AC0248	Cluster 19	8
C_AC0276	Cluster 19	8
C_AC0282	Cluster 19	8
C_AC0551	Cluster 19	8
C_AC0568	Cluster 19	8
C_AC0644	Cluster 19	8
C_AC0669	Cluster 19	8
C_AC0733	Cluster 19	8
C_AC0790	Cluster 19	8
C_AC0916	Cluster 19	8
C_AC1238	Cluster 19	8
C_AC1564	Cluster 19	8
C_AC1586	Cluster 19	8
C_AC1590	Cluster 19	8
C_AC1595	Cluster 19	8
C_AC1604	Cluster 19	8
C_AC1612	Cluster 19	8
C_AC1679	Cluster 19	8
HVUM0022	Cluster 19	8
HVUM0044	Cluster 19	8
HVUM0102	Cluster 19	8
HVUM0122	Cluster 19	8
HVUM0273	Cluster 19	8
HVUM0278	Cluster 19	8
HVUM0292	Cluster 19	8
HVUM0307	Cluster 19	8
HVUM0387	Cluster 19	8
HVUM0390	Cluster 19	8
HVUM0469	Cluster 19	8
HVUM0475	Cluster 19	8
HVUM0490	Cluster 19	8
HVUM0544	Cluster 19	8
HVUM0545	Cluster 19	8
HVUM0562	Cluster 19	8
HVUM0617	Cluster 19	8
HVUM0682	Cluster 19	8
HVUM0688	Cluster 19	8
HVUM0698	Cluster 19	8
HVUM0721	Cluster 19	8
HVUM0723	Cluster 19	8
HVUM0746	Cluster 19	8
HVUM0748	Cluster 19	8
HVUM0754	Cluster 19	8
LCAC0006	Cluster 19	8
LCAC0164	Cluster 19	8
LCAC0194	Cluster 19	8
LCAC0321	Cluster 19	8
LCAC0362	Cluster 19	8
LCAC0514	Cluster 19	8
LCAC0521	Cluster 19	8
LCAC0522	Cluster 19	8
LCAC0537	Cluster 19	8
LCAC0672	Cluster 19	8
LCAC0719	Cluster 19	8
LCAC0805	Cluster 19	8
LCAC0826	Cluster 19	8
NAG10417	Cluster 19	8
NAG10524	Cluster 19	8
NAG10595	Cluster 19	8
NAG11065	Cluster 19	8
NAG11579	Cluster 19	8
NAG11623	Cluster 19	8
NAG11673	Cluster 19	8
NAG11960	Cluster 19	8
NAG12541	Cluster 19	8
NAG12596	Cluster 19	8
NAG12972	Cluster 19	8
NAG13347	Cluster 19	8
NAG13767	Cluster 19	8
NAG14433	Cluster 19	8
NAG16560	Cluster 19	8
NAG16731	Cluster 19	8
NAG17205	Cluster 19	8
NAG18365	Cluster 19	8
NAG18519	Cluster 19	8
NAG19303	Cluster 19	8
NAG19688	Cluster 19	8
PHOM0016	Cluster 19	8
PHOM0155	Cluster 19	8
PHOM0203	Cluster 19	8
PHOM0256	Cluster 19	8
PHOM0261	Cluster 19	8
PHOM0278	Cluster 19	8
PHOM0286	Cluster 19	8
PHOM0335	Cluster 19	8
PHOM0358	Cluster 19	8
PHOM0492	Cluster 19	8
PHOM0537	Cluster 19	8
PHOM0615	Cluster 19	8
PHOM0631	Cluster 19	8
PHOM0645	Cluster 19	8
0999934957	Cluster 5	9
1000065734	Cluster 5	9
1000066022	Cluster 5	9
1999936067	Cluster 5	9
2999935733	Cluster 5	9
3000064078	Cluster 5	9
3999935055	Cluster 5	9
3999937227	Cluster 5	9
4000066372	Cluster 5	9
4000066794	Cluster 5	9
4999934623	Cluster 5	9
5999935111	Cluster 5	9
5999935839	Cluster 5	9
6000064390	Cluster 5	9
6000065782	Cluster 5	9
6000065842	Cluster 5	9
6999935287	Cluster 5	9
7000063800	Cluster 5	9
7000064914	Cluster 5	9
7999936081	Cluster 5	9
8000063778	Cluster 5	9
8000063802	Cluster 5	9
8000063812	Cluster 5	9
8000065216	Cluster 5	9
9999934625	Cluster 5	9
AYUM0171	Cluster 5	9
AYUM0580	Cluster 5	9
C_AC0045	Cluster 5	9
C_AC0104	Cluster 5	9
C_AC0132	Cluster 5	9
C_AC0142	Cluster 5	9
C_AC0152	Cluster 5	9
C_AC0166	Cluster 5	9
C_AC0234	Cluster 5	9
C_AC0346	Cluster 5	9
C_AC0429	Cluster 5	9
C_AC0462	Cluster 5	9
C_AC0469	Cluster 5	9
C_AC0499	Cluster 5	9
C_AC0519	Cluster 5	9
C_AC0567	Cluster 5	9
C_AC0810	Cluster 5	9
C_AC0924	Cluster 5	9
C_AC0929	Cluster 5	9
HVUM0027	Cluster 5	9
HVUM0530	Cluster 5	9
HVUM0713	Cluster 5	9
LCAC0017	Cluster 5	9
LCAC0027	Cluster 5	9
LCAC0034	Cluster 5	9
LCAC0040	Cluster 5	9
LCAC0134	Cluster 5	9
LCAC0323	Cluster 5	9
LCAC0374	Cluster 5	9
LCAC0392	Cluster 5	9
LCAC0422	Cluster 5	9
LCAC0471	Cluster 5	9
LCAC0474	Cluster 5	9
LCAC0549	Cluster 5	9
LCAC0566	Cluster 5	9
LCAC0581	Cluster 5	9
LCAC0588	Cluster 5	9
LCAC0614	Cluster 5	9
LCAC0691	Cluster 5	9
LCAC0738	Cluster 5	9
LCAC0853	Cluster 5	9
NAG12342	Cluster 5	9
NAG15515	Cluster 5	9
NAG16574	Cluster 5	9
NAG16689	Cluster 5	9
NAG17709	Cluster 5	9
NAG18295	Cluster 5	9
NAG18988	Cluster 5	9
NAG19027	Cluster 5	9
NAG19220	Cluster 5	9
NAG19375	Cluster 5	9
PHOM0044	Cluster 5	9
PHOM0148	Cluster 5	9
PHOM0158	Cluster 5	9
PHOM0223	Cluster 5	9
PHOM0292	Cluster 5	9
PHOM0347	Cluster 5	9
PHOM0601	Cluster 5	9
0000064906	Cluster 18	10
0999935031	Cluster 18	10
1000065510	Cluster 18	10
1999936737	Cluster 18	10
2000064494	Cluster 18	10
3000064080	Cluster 18	10
3999934931	Cluster 18	10
4000064410	Cluster 18	10
4000066814	Cluster 18	10
4999935329	Cluster 18	10
6000063798	Cluster 18	10
6000065772	Cluster 18	10
6999935887	Cluster 18	10
6999937435	Cluster 18	10
7000064416	Cluster 18	10
7000064964	Cluster 18	10
7999934295	Cluster 18	10
7999935037	Cluster 18	10
8000063738	Cluster 18	10
8999935585	Cluster 18	10
9000064056	Cluster 18	10
9000064120	Cluster 18	10
AYUM0101	Cluster 18	10
AYUM0123	Cluster 18	10
AYUM0727	Cluster 18	10
C_AC0401	Cluster 18	10
C_AC0439	Cluster 18	10
C_AC0714	Cluster 18	10
C_AC0803	Cluster 18	10
C_AC1531	Cluster 18	10
C_AC1537	Cluster 18	10
LCAC0282	Cluster 18	10
LCAC0499	Cluster 18	10
LCAC0629	Cluster 18	10
LCAC0639	Cluster 18	10
NAG10004	Cluster 18	10
NAG10019	Cluster 18	10
NAG10022	Cluster 18	10
NAG10050	Cluster 18	10
NAG10055	Cluster 18	10
NAG10066	Cluster 18	10
NAG10067	Cluster 18	10
NAG10161	Cluster 18	10
NAG10172	Cluster 18	10
NAG10213	Cluster 18	10
NAG10233	Cluster 18	10
NAG10242	Cluster 18	10
NAG10252	Cluster 18	10
NAG10294	Cluster 18	10
NAG10305	Cluster 18	10
NAG10318	Cluster 18	10
NAG10323	Cluster 18	10
NAG10366	Cluster 18	10
NAG10431	Cluster 18	10
NAG10504	Cluster 18	10
NAG10530	Cluster 18	10
NAG10589	Cluster 18	10
NAG10602	Cluster 18	10
NAG10623	Cluster 18	10
NAG10650	Cluster 18	10
NAG10710	Cluster 18	10
NAG10774	Cluster 18	10
NAG10775	Cluster 18	10
NAG10817	Cluster 18	10
NAG10855	Cluster 18	10
NAG10915	Cluster 18	10
NAG10920	Cluster 18	10
NAG10927	Cluster 18	10
NAG10997	Cluster 18	10
NAG11009	Cluster 18	10
NAG11015	Cluster 18	10
NAG11026	Cluster 18	10
NAG11075	Cluster 18	10
NAG11137	Cluster 18	10
NAG11182	Cluster 18	10
NAG11202	Cluster 18	10
NAG11207	Cluster 18	10
NAG11231	Cluster 18	10
NAG11236	Cluster 18	10
NAG11262	Cluster 18	10
NAG11263	Cluster 18	10
NAG11266	Cluster 18	10
NAG11283	Cluster 18	10
NAG11315	Cluster 18	10
NAG11318	Cluster 18	10
NAG11322	Cluster 18	10
NAG11326	Cluster 18	10
NAG11341	Cluster 18	10
NAG11347	Cluster 18	10
NAG11365	Cluster 18	10
NAG11377	Cluster 18	10
NAG11392	Cluster 18	10
NAG11416	Cluster 18	10
NAG11456	Cluster 18	10
NAG11476	Cluster 18	10
NAG11576	Cluster 18	10
NAG11645	Cluster 18	10
NAG11652	Cluster 18	10
NAG11669	Cluster 18	10
NAG11677	Cluster 18	10
NAG11725	Cluster 18	10
NAG11738	Cluster 18	10
NAG11746	Cluster 18	10
NAG11777	Cluster 18	10
NAG11780	Cluster 18	10
NAG11786	Cluster 18	10
NAG11801	Cluster 18	10
NAG11809	Cluster 18	10
NAG11830	Cluster 18	10
NAG11851	Cluster 18	10
NAG11857	Cluster 18	10
NAG11858	Cluster 18	10
NAG11884	Cluster 18	10
NAG11899	Cluster 18	10
NAG11936	Cluster 18	10
NAG11943	Cluster 18	10
NAG11995	Cluster 18	10
NAG12130	Cluster 18	10
NAG12142	Cluster 18	10
NAG12172	Cluster 18	10
NAG12179	Cluster 18	10
NAG12196	Cluster 18	10
NAG12217	Cluster 18	10
NAG12237	Cluster 18	10
NAG12239	Cluster 18	10
NAG12259	Cluster 18	10
NAG12273	Cluster 18	10
NAG12299	Cluster 18	10
NAG12334	Cluster 18	10
NAG12336	Cluster 18	10
NAG12338	Cluster 18	10
NAG12352	Cluster 18	10
NAG12395	Cluster 18	10
NAG12423	Cluster 18	10
NAG12440	Cluster 18	10
NAG12480	Cluster 18	10
NAG12496	Cluster 18	10
NAG12519	Cluster 18	10
NAG12536	Cluster 18	10
NAG12668	Cluster 18	10
NAG12689	Cluster 18	10
NAG12702	Cluster 18	10
NAG12750	Cluster 18	10
NAG12765	Cluster 18	10
NAG12770	Cluster 18	10
NAG12790	Cluster 18	10
NAG12793	Cluster 18	10
NAG12934	Cluster 18	10
NAG12945	Cluster 18	10
NAG12949	Cluster 18	10
NAG12963	Cluster 18	10
NAG12965	Cluster 18	10
NAG12980	Cluster 18	10
NAG12998	Cluster 18	10
NAG13007	Cluster 18	10
NAG13037	Cluster 18	10
NAG13043	Cluster 18	10
NAG13105	Cluster 18	10
NAG13154	Cluster 18	10
NAG13163	Cluster 18	10
NAG13217	Cluster 18	10
NAG13271	Cluster 18	10
NAG13303	Cluster 18	10
NAG13336	Cluster 18	10
NAG13339	Cluster 18	10
NAG13350	Cluster 18	10
NAG13364	Cluster 18	10
NAG13402	Cluster 18	10
NAG13405	Cluster 18	10
NAG13434	Cluster 18	10
NAG13440	Cluster 18	10
NAG13453	Cluster 18	10
NAG13456	Cluster 18	10
NAG13459	Cluster 18	10
NAG13540	Cluster 18	10
NAG13544	Cluster 18	10
NAG13554	Cluster 18	10
NAG13574	Cluster 18	10
NAG13580	Cluster 18	10
NAG13594	Cluster 18	10
NAG13634	Cluster 18	10
NAG13653	Cluster 18	10
NAG13673	Cluster 18	10
NAG13674	Cluster 18	10
NAG13678	Cluster 18	10
NAG13686	Cluster 18	10
NAG13693	Cluster 18	10
NAG13698	Cluster 18	10
NAG13700	Cluster 18	10
NAG13723	Cluster 18	10
NAG13751	Cluster 18	10
NAG13764	Cluster 18	10
NAG13803	Cluster 18	10
NAG13860	Cluster 18	10
NAG13898	Cluster 18	10
NAG13905	Cluster 18	10
NAG13933	Cluster 18	10
NAG13961	Cluster 18	10
NAG13984	Cluster 18	10
NAG14017	Cluster 18	10
NAG14027	Cluster 18	10
NAG14060	Cluster 18	10
NAG14089	Cluster 18	10
NAG14125	Cluster 18	10
NAG14176	Cluster 18	10
NAG14221	Cluster 18	10
NAG14225	Cluster 18	10
NAG14231	Cluster 18	10
NAG14246	Cluster 18	10
NAG14263	Cluster 18	10
NAG14277	Cluster 18	10
NAG14392	Cluster 18	10
NAG14403	Cluster 18	10
NAG14427	Cluster 18	10
NAG14430	Cluster 18	10
NAG14478	Cluster 18	10
NAG14486	Cluster 18	10
NAG14573	Cluster 18	10
NAG14647	Cluster 18	10
NAG14685	Cluster 18	10
NAG14687	Cluster 18	10
NAG14741	Cluster 18	10
NAG14845	Cluster 18	10
NAG14853	Cluster 18	10
NAG14868	Cluster 18	10
NAG14873	Cluster 18	10
NAG14881	Cluster 18	10
NAG14900	Cluster 18	10
NAG14901	Cluster 18	10
NAG15007	Cluster 18	10
NAG15018	Cluster 18	10
NAG15059	Cluster 18	10
NAG15078	Cluster 18	10
NAG15094	Cluster 18	10
NAG15118	Cluster 18	10
NAG15134	Cluster 18	10
NAG15266	Cluster 18	10
NAG15295	Cluster 18	10
NAG15326	Cluster 18	10
NAG15393	Cluster 18	10
NAG15430	Cluster 18	10
NAG15460	Cluster 18	10
NAG15537	Cluster 18	10
NAG15589	Cluster 18	10
NAG15617	Cluster 18	10
NAG15719	Cluster 18	10
NAG15736	Cluster 18	10
NAG15811	Cluster 18	10
NAG15846	Cluster 18	10
NAG15878	Cluster 18	10
NAG15880	Cluster 18	10
NAG15890	Cluster 18	10
NAG15929	Cluster 18	10
NAG15969	Cluster 18	10
NAG16060	Cluster 18	10
NAG16089	Cluster 18	10
NAG16106	Cluster 18	10
NAG16113	Cluster 18	10
NAG16120	Cluster 18	10
NAG16160	Cluster 18	10
NAG16239	Cluster 18	10
NAG16260	Cluster 18	10
NAG16297	Cluster 18	10
NAG16298	Cluster 18	10
NAG16326	Cluster 18	10
NAG16399	Cluster 18	10
NAG16413	Cluster 18	10
NAG16455	Cluster 18	10
NAG16492	Cluster 18	10
NAG16515	Cluster 18	10
NAG16517	Cluster 18	10
NAG16534	Cluster 18	10
NAG16557	Cluster 18	10
NAG16559	Cluster 18	10
NAG16564	Cluster 18	10
NAG16714	Cluster 18	10
