Sample_ID	Original_Cluster	Rank
NAG19384	Cluster 26	4
NAG19403	Cluster 26	4
NAG19630	Cluster 26	4
NAG19786	Cluster 26	4
NAG19908	Cluster 26	4
PHOK0092	Cluster 26	4
PHOK0122	Cluster 26	4
PHOK0130	Cluster 26	4
PHOK0150	Cluster 26	4
PHOK0155	Cluster 26	4
PHOK0158	Cluster 26	4
PHOK0171	Cluster 26	4
PHOK0210	Cluster 26	4
PHOK0228	Cluster 26	4
PHOK0230	Cluster 26	4
PHOK0237	Cluster 26	4
PHOK0243	Cluster 26	4
PHOK0255	Cluster 26	4
PHOK0262	Cluster 26	4
PHOM0040	Cluster 26	4
PHOM0041	Cluster 26	4
PHOM0055	Cluster 26	4
PHOM0073	Cluster 26	4
PHOM0151	Cluster 26	4
PHOM0153	Cluster 26	4
PHOM0192	Cluster 26	4
PHOM0200	Cluster 26	4
PHOM0222	Cluster 26	4
PHOM0277	Cluster 26	4
PHOM0284	Cluster 26	4
PHOM0301	Cluster 26	4
PHOM0331	Cluster 26	4
PHOM0349	Cluster 26	4
PHOM0356	Cluster 26	4
PHOM0380	Cluster 26	4
PHOM0381	Cluster 26	4
PHOM0460	Cluster 26	4
PHOM0469	Cluster 26	4
PHOM0471	Cluster 26	4
PHOM0486	Cluster 26	4
PHOM0544	Cluster 26	4
PHOM0596	Cluster 26	4
PHOM0598	Cluster 26	4
PHOM0614	Cluster 26	4
PHOM0640	Cluster 26	4
PHOM0642	Cluster 26	4
1000066022	Cluster 21	5
1999936067	Cluster 21	5
2999935733	Cluster 21	5
3000064078	Cluster 21	5
3999934811	Cluster 21	5
3999937227	Cluster 21	5
5000064002	Cluster 21	5
5999935111	Cluster 21	5
6000065064	Cluster 21	5
6000065842	Cluster 21	5
6999935233	Cluster 21	5
6999935267	Cluster 21	5
7999936081	Cluster 21	5
9000064170	Cluster 21	5
AYUM0166	Cluster 21	5
AYUM0250	Cluster 21	5
AYUM0281	Cluster 21	5
AYUM0574	Cluster 21	5
AYUM0580	Cluster 21	5
AYUM0648	Cluster 21	5
C_AC0045	Cluster 21	5
C_AC0104	Cluster 21	5
C_AC0132	Cluster 21	5
C_AC0142	Cluster 21	5
C_AC0146	Cluster 21	5
C_AC0152	Cluster 21	5
C_AC0166	Cluster 21	5
C_AC0182	Cluster 21	5
C_AC0234	Cluster 21	5
C_AC0256	Cluster 21	5
C_AC0346	Cluster 21	5
C_AC0384	Cluster 21	5
C_AC0434	Cluster 21	5
C_AC0462	Cluster 21	5
C_AC0469	Cluster 21	5
C_AC0499	Cluster 21	5
C_AC0504	Cluster 21	5
C_AC0519	Cluster 21	5
C_AC0562	Cluster 21	5
C_AC0567	Cluster 21	5
C_AC0686	Cluster 21	5
C_AC0929	Cluster 21	5
C_AC1521	Cluster 21	5
C_AC1612	Cluster 21	5
C_AC1657	Cluster 21	5
HVUM0009	Cluster 21	5
HVUM0027	Cluster 21	5
HVUM0530	Cluster 21	5
HVUM0687	Cluster 21	5
HVUM0713	Cluster 21	5
HVUM1081	Cluster 21	5
LCAC0017	Cluster 21	5
LCAC0027	Cluster 21	5
LCAC0034	Cluster 21	5
LCAC0040	Cluster 21	5
LCAC0093	Cluster 21	5
LCAC0134	Cluster 21	5
LCAC0158	Cluster 21	5
LCAC0194	Cluster 21	5
LCAC0276	Cluster 21	5
LCAC0314	Cluster 21	5
LCAC0323	Cluster 21	5
LCAC0374	Cluster 21	5
LCAC0392	Cluster 21	5
LCAC0410	Cluster 21	5
LCAC0422	Cluster 21	5
LCAC0471	Cluster 21	5
LCAC0474	Cluster 21	5
LCAC0549	Cluster 21	5
LCAC0553	Cluster 21	5
LCAC0566	Cluster 21	5
LCAC0581	Cluster 21	5
LCAC0588	Cluster 21	5
LCAC0614	Cluster 21	5
LCAC0645	Cluster 21	5
LCAC0650	Cluster 21	5
LCAC0672	Cluster 21	5
LCAC0732	Cluster 21	5
LCAC0738	Cluster 21	5
LCAC0895	Cluster 21	5
NAG10968	Cluster 21	5
NAG11319	Cluster 21	5
NAG14703	Cluster 21	5
NAG15140	Cluster 21	5
NAG15506	Cluster 21	5
NAG16643	Cluster 21	5
NAG17709	Cluster 21	5
PHOK0024	Cluster 21	5
PHOK0129	Cluster 21	5
PHOK0321	Cluster 21	5
PHOM0019	Cluster 21	5
PHOM0044	Cluster 21	5
PHOM0072	Cluster 21	5
PHOM0148	Cluster 21	5
PHOM0149	Cluster 21	5
PHOM0154	Cluster 21	5
PHOM0164	Cluster 21	5
PHOM0292	Cluster 21	5
PHOM0317	Cluster 21	5
PHOM0345	Cluster 21	5
PHOM0372	Cluster 21	5
PHOM0399	Cluster 21	5
PHOM0404	Cluster 21	5
PHOM0413	Cluster 21	5
PHOM0461	Cluster 21	5
PHOM0490	Cluster 21	5
PHOM0534	Cluster 21	5
PHOM0540	Cluster 21	5
PHOM0601	Cluster 21	5
PHOM0618	Cluster 21	5
PHOM0653	Cluster 21	5
1000066042	Cluster 6	6
1999935241	Cluster 6	6
1999936383	Cluster 6	6
2000064534	Cluster 6	6
2000065638	Cluster 6	6
3000064088	Cluster 6	6
3999936619	Cluster 6	6
4000065358	Cluster 6	6
4000066764	Cluster 6	6
4999935319	Cluster 6	6
4999937057	Cluster 6	6
5999935701	Cluster 6	6
6000063808	Cluster 6	6
6000064286	Cluster 6	6
6000065872	Cluster 6	6
6000065902	Cluster 6	6
6000066332	Cluster 6	6
6999937415	Cluster 6	6
7999936121	Cluster 6	6
7999936489	Cluster 6	6
8000064786	Cluster 6	6
AYUM0110	Cluster 6	6
AYUM0165	Cluster 6	6
AYUM0219	Cluster 6	6
AYUM0226	Cluster 6	6
AYUM0235	Cluster 6	6
AYUM0244	Cluster 6	6
AYUM0405	Cluster 6	6
AYUM0614	Cluster 6	6
AYUM0615	Cluster 6	6
AYUM0626	Cluster 6	6
AYUM1007	Cluster 6	6
AYUM1010	Cluster 6	6
AYUM5035	Cluster 6	6
AYUM5037	Cluster 6	6
AYUM5044	Cluster 6	6
AYUM5118	Cluster 6	6
AYUM5124	Cluster 6	6
AYUM5139	Cluster 6	6
AYUM5151	Cluster 6	6
AYUM5157	Cluster 6	6
C_AC0020	Cluster 6	6
C_AC0067	Cluster 6	6
C_AC0124	Cluster 6	6
C_AC0149	Cluster 6	6
C_AC0181	Cluster 6	6
C_AC0214	Cluster 6	6
C_AC0218	Cluster 6	6
C_AC0223	Cluster 6	6
C_AC0248	Cluster 6	6
C_AC0276	Cluster 6	6
C_AC0282	Cluster 6	6
C_AC0332	Cluster 6	6
C_AC0495	Cluster 6	6
C_AC0551	Cluster 6	6
C_AC0568	Cluster 6	6
C_AC0669	Cluster 6	6
C_AC0685	Cluster 6	6
C_AC0733	Cluster 6	6
C_AC0736	Cluster 6	6
C_AC0744	Cluster 6	6
C_AC0787	Cluster 6	6
C_AC0790	Cluster 6	6
C_AC0839	Cluster 6	6
C_AC0916	Cluster 6	6
C_AC0922	Cluster 6	6
C_AC1238	Cluster 6	6
C_AC1564	Cluster 6	6
C_AC1586	Cluster 6	6
C_AC1590	Cluster 6	6
C_AC1595	Cluster 6	6
C_AC1604	Cluster 6	6
C_AC1614	Cluster 6	6
C_AC1675	Cluster 6	6
HVUM0020	Cluster 6	6
HVUM0099	Cluster 6	6
HVUM0122	Cluster 6	6
HVUM0273	Cluster 6	6
HVUM0290	Cluster 6	6
HVUM0307	Cluster 6	6
HVUM0387	Cluster 6	6
HVUM0390	Cluster 6	6
HVUM0469	Cluster 6	6
HVUM0490	Cluster 6	6
HVUM0544	Cluster 6	6
HVUM0617	Cluster 6	6
HVUM0682	Cluster 6	6
HVUM0688	Cluster 6	6
HVUM0698	Cluster 6	6
HVUM0701	Cluster 6	6
HVUM0721	Cluster 6	6
HVUM0723	Cluster 6	6
HVUM0748	Cluster 6	6
HVUM0750	Cluster 6	6
HVUM0754	Cluster 6	6
HVUM1085	Cluster 6	6
LCAC0006	Cluster 6	6
LCAC0254	Cluster 6	6
LCAC0306	Cluster 6	6
LCAC0343	Cluster 6	6
LCAC0498	Cluster 6	6
LCAC0514	Cluster 6	6
LCAC0521	Cluster 6	6
LCAC0522	Cluster 6	6
LCAC0775	Cluster 6	6
NAG10028	Cluster 6	6
NAG10417	Cluster 6	6
NAG10595	Cluster 6	6
NAG11579	Cluster 6	6
NAG11623	Cluster 6	6
NAG11673	Cluster 6	6
NAG11960	Cluster 6	6
NAG12541	Cluster 6	6
NAG12596	Cluster 6	6
NAG13347	Cluster 6	6
NAG13767	Cluster 6	6
NAG13994	Cluster 6	6
NAG14302	Cluster 6	6
NAG15064	Cluster 6	6
NAG15193	Cluster 6	6
NAG16134	Cluster 6	6
NAG16560	Cluster 6	6
NAG16731	Cluster 6	6
NAG17205	Cluster 6	6
NAG18365	Cluster 6	6
NAG19303	Cluster 6	6
NAG19350	Cluster 6	6
NAG19688	Cluster 6	6
NAG19943	Cluster 6	6
PHOK0035	Cluster 6	6
PHOK0381	Cluster 6	6
PHOM0016	Cluster 6	6
PHOM0155	Cluster 6	6
PHOM0203	Cluster 6	6
PHOM0209	Cluster 6	6
PHOM0212	Cluster 6	6
PHOM0256	Cluster 6	6
PHOM0261	Cluster 6	6
PHOM0263	Cluster 6	6
PHOM0278	Cluster 6	6
PHOM0335	Cluster 6	6
PHOM0358	Cluster 6	6
PHOM0441	Cluster 6	6
PHOM0492	Cluster 6	6
PHOM0499	Cluster 6	6
PHOM0515	Cluster 6	6
PHOM0537	Cluster 6	6
PHOM0603	Cluster 6	6
PHOM0615	Cluster 6	6
PHOM0631	Cluster 6	6
PHOM0645	Cluster 6	6
0000064302	Cluster 3	7
0000064906	Cluster 3	7
0000065918	Cluster 3	7
1000064986	Cluster 3	7
1000065510	Cluster 3	7
1000066082	Cluster 3	7
1999936659	Cluster 3	7
1999936737	Cluster 3	7
2000064494	Cluster 3	7
3000064080	Cluster 3	7
3999934931	Cluster 3	7
4000064410	Cluster 3	7
4000066814	Cluster 3	7
5999935721	Cluster 3	7
6000063798	Cluster 3	7
6000065772	Cluster 3	7
6999935887	Cluster 3	7
6999937435	Cluster 3	7
7000064416	Cluster 3	7
7999934295	Cluster 3	7
8000063738	Cluster 3	7
8999935585	Cluster 3	7
9000064120	Cluster 3	7
AYUM0101	Cluster 3	7
AYUM0119	Cluster 3	7
AYUM0123	Cluster 3	7
AYUM0727	Cluster 3	7
C_AC0401	Cluster 3	7
C_AC0439	Cluster 3	7
C_AC0547	Cluster 3	7
C_AC0640	Cluster 3	7
C_AC0714	Cluster 3	7
C_AC0971	Cluster 3	7
C_AC1531	Cluster 3	7
C_AC1537	Cluster 3	7
C_AC1634	Cluster 3	7
HVUM0707	Cluster 3	7
LCAC0282	Cluster 3	7
LCAC0499	Cluster 3	7
LCAC0586	Cluster 3	7
LCAC0629	Cluster 3	7
LCAC0639	Cluster 3	7
NAG10004	Cluster 3	7
NAG10005	Cluster 3	7
NAG10019	Cluster 3	7
NAG10022	Cluster 3	7
NAG10050	Cluster 3	7
NAG10066	Cluster 3	7
NAG10067	Cluster 3	7
NAG10094	Cluster 3	7
NAG10104	Cluster 3	7
NAG10161	Cluster 3	7
NAG10242	Cluster 3	7
NAG10252	Cluster 3	7
NAG10294	Cluster 3	7
NAG10305	Cluster 3	7
NAG10318	Cluster 3	7
NAG10323	Cluster 3	7
NAG10366	Cluster 3	7
NAG10378	Cluster 3	7
NAG10418	Cluster 3	7
NAG10504	Cluster 3	7
NAG10530	Cluster 3	7
NAG10569	Cluster 3	7
NAG10579	Cluster 3	7
NAG10588	Cluster 3	7
NAG10589	Cluster 3	7
NAG10602	Cluster 3	7
NAG10623	Cluster 3	7
NAG10650	Cluster 3	7
NAG10670	Cluster 3	7
NAG10710	Cluster 3	7
NAG10774	Cluster 3	7
NAG10775	Cluster 3	7
NAG10811	Cluster 3	7
NAG10817	Cluster 3	7
NAG10833	Cluster 3	7
NAG10855	Cluster 3	7
NAG10860	Cluster 3	7
NAG10903	Cluster 3	7
NAG10915	Cluster 3	7
NAG10920	Cluster 3	7
NAG10927	Cluster 3	7
NAG10928	Cluster 3	7
NAG10997	Cluster 3	7
NAG11009	Cluster 3	7
NAG11015	Cluster 3	7
NAG11026	Cluster 3	7
NAG11029	Cluster 3	7
NAG11137	Cluster 3	7
NAG11148	Cluster 3	7
NAG11182	Cluster 3	7
NAG11202	Cluster 3	7
NAG11204	Cluster 3	7
NAG11231	Cluster 3	7
NAG11236	Cluster 3	7
NAG11248	Cluster 3	7
NAG11262	Cluster 3	7
NAG11263	Cluster 3	7
NAG11266	Cluster 3	7
NAG11283	Cluster 3	7
NAG11318	Cluster 3	7
NAG11322	Cluster 3	7
NAG11326	Cluster 3	7
NAG11341	Cluster 3	7
NAG11347	Cluster 3	7
NAG11365	Cluster 3	7
NAG11377	Cluster 3	7
NAG11392	Cluster 3	7
NAG11416	Cluster 3	7
NAG11456	Cluster 3	7
NAG11475	Cluster 3	7
NAG11476	Cluster 3	7
NAG11551	Cluster 3	7
NAG11576	Cluster 3	7
NAG11645	Cluster 3	7
NAG11652	Cluster 3	7
NAG11669	Cluster 3	7
NAG11677	Cluster 3	7
NAG11725	Cluster 3	7
NAG11733	Cluster 3	7
NAG11738	Cluster 3	7
NAG11746	Cluster 3	7
NAG11777	Cluster 3	7
NAG11780	Cluster 3	7
NAG11801	Cluster 3	7
NAG11809	Cluster 3	7
NAG11830	Cluster 3	7
NAG11857	Cluster 3	7
NAG11884	Cluster 3	7
NAG11899	Cluster 3	7
NAG11943	Cluster 3	7
NAG11944	Cluster 3	7
NAG11980	Cluster 3	7
NAG11988	Cluster 3	7
NAG11995	Cluster 3	7
NAG12028	Cluster 3	7
NAG12030	Cluster 3	7
NAG12093	Cluster 3	7
NAG12130	Cluster 3	7
NAG12142	Cluster 3	7
NAG12160	Cluster 3	7
NAG12179	Cluster 3	7
NAG12196	Cluster 3	7
NAG12198	Cluster 3	7
NAG12217	Cluster 3	7
NAG12237	Cluster 3	7
NAG12248	Cluster 3	7
NAG12259	Cluster 3	7
NAG12273	Cluster 3	7
NAG12299	Cluster 3	7
NAG12334	Cluster 3	7
NAG12336	Cluster 3	7
NAG12338	Cluster 3	7
NAG12352	Cluster 3	7
NAG12395	Cluster 3	7
NAG12420	Cluster 3	7
NAG12423	Cluster 3	7
NAG12440	Cluster 3	7
NAG12480	Cluster 3	7
NAG12496	Cluster 3	7
NAG12500	Cluster 3	7
NAG12519	Cluster 3	7
NAG12536	Cluster 3	7
NAG12573	Cluster 3	7
NAG12652	Cluster 3	7
NAG12661	Cluster 3	7
NAG12668	Cluster 3	7
NAG12675	Cluster 3	7
NAG12687	Cluster 3	7
NAG12689	Cluster 3	7
NAG12702	Cluster 3	7
NAG12750	Cluster 3	7
NAG12758	Cluster 3	7
NAG12770	Cluster 3	7
NAG12790	Cluster 3	7
NAG12869	Cluster 3	7
NAG12919	Cluster 3	7
NAG12934	Cluster 3	7
NAG12945	Cluster 3	7
NAG12960	Cluster 3	7
NAG12965	Cluster 3	7
NAG12980	Cluster 3	7
NAG12998	Cluster 3	7
NAG13007	Cluster 3	7
NAG13037	Cluster 3	7
NAG13043	Cluster 3	7
NAG13105	Cluster 3	7
NAG13154	Cluster 3	7
NAG13163	Cluster 3	7
NAG13217	Cluster 3	7
NAG13271	Cluster 3	7
NAG13303	Cluster 3	7
NAG13336	Cluster 3	7
NAG13339	Cluster 3	7
NAG13364	Cluster 3	7
NAG13402	Cluster 3	7
NAG13405	Cluster 3	7
NAG13434	Cluster 3	7
NAG13440	Cluster 3	7
NAG13453	Cluster 3	7
NAG13456	Cluster 3	7
NAG13459	Cluster 3	7
NAG13540	Cluster 3	7
NAG13544	Cluster 3	7
NAG13549	Cluster 3	7
NAG13554	Cluster 3	7
NAG13574	Cluster 3	7
NAG13580	Cluster 3	7
NAG13594	Cluster 3	7
NAG13622	Cluster 3	7
NAG13651	Cluster 3	7
NAG13653	Cluster 3	7
NAG13673	Cluster 3	7
NAG13678	Cluster 3	7
NAG13686	Cluster 3	7
NAG13693	Cluster 3	7
NAG13698	Cluster 3	7
NAG13700	Cluster 3	7
NAG13723	Cluster 3	7
NAG13751	Cluster 3	7
NAG13764	Cluster 3	7
NAG13769	Cluster 3	7
NAG13786	Cluster 3	7
NAG13803	Cluster 3	7
NAG13829	Cluster 3	7
NAG13860	Cluster 3	7
NAG13898	Cluster 3	7
NAG13905	Cluster 3	7
NAG13927	Cluster 3	7
NAG13933	Cluster 3	7
NAG13961	Cluster 3	7
NAG13984	Cluster 3	7
NAG13995	Cluster 3	7
NAG14017	Cluster 3	7
NAG14027	Cluster 3	7
NAG14048	Cluster 3	7
NAG14060	Cluster 3	7
NAG14070	Cluster 3	7
NAG14098	Cluster 3	7
NAG14221	Cluster 3	7
NAG14225	Cluster 3	7
NAG14227	Cluster 3	7
NAG14231	Cluster 3	7
NAG14246	Cluster 3	7
NAG14263	Cluster 3	7
NAG14277	Cluster 3	7
NAG14332	Cluster 3	7
NAG14392	Cluster 3	7
NAG14403	Cluster 3	7
NAG14430	Cluster 3	7
NAG14458	Cluster 3	7
NAG14478	Cluster 3	7
NAG14486	Cluster 3	7
NAG14573	Cluster 3	7
NAG14591	Cluster 3	7
NAG14647	Cluster 3	7
NAG14669	Cluster 3	7
NAG14685	Cluster 3	7
NAG14687	Cluster 3	7
NAG14741	Cluster 3	7
NAG14793	Cluster 3	7
NAG14802	Cluster 3	7
NAG14845	Cluster 3	7
NAG14853	Cluster 3	7
NAG14868	Cluster 3	7
NAG14873	Cluster 3	7
NAG14881	Cluster 3	7
NAG14890	Cluster 3	7
NAG14899	Cluster 3	7
NAG14900	Cluster 3	7
NAG14901	Cluster 3	7
NAG15001	Cluster 3	7
NAG15006	Cluster 3	7
NAG15007	Cluster 3	7
NAG15018	Cluster 3	7
NAG15023	Cluster 3	7
NAG15059	Cluster 3	7
NAG15062	Cluster 3	7
NAG15077	Cluster 3	7
NAG15078	Cluster 3	7
NAG15094	Cluster 3	7
NAG15118	Cluster 3	7
NAG15134	Cluster 3	7
NAG15145	Cluster 3	7
NAG15179	Cluster 3	7
NAG15229	Cluster 3	7
NAG15259	Cluster 3	7
NAG15265	Cluster 3	7
NAG15295	Cluster 3	7
NAG15313	Cluster 3	7
NAG15326	Cluster 3	7
NAG15393	Cluster 3	7
NAG15460	Cluster 3	7
NAG15537	Cluster 3	7
NAG15589	Cluster 3	7
NAG15617	Cluster 3	7
NAG15650	Cluster 3	7
NAG15685	Cluster 3	7
NAG15688	Cluster 3	7
NAG15719	Cluster 3	7
NAG15736	Cluster 3	7
NAG15811	Cluster 3	7
NAG15827	Cluster 3	7
NAG15846	Cluster 3	7
NAG15878	Cluster 3	7
NAG15880	Cluster 3	7
NAG15890	Cluster 3	7
NAG15929	Cluster 3	7
NAG15957	Cluster 3	7
NAG15969	Cluster 3	7
NAG15977	Cluster 3	7
NAG15983	Cluster 3	7
NAG16060	Cluster 3	7
NAG16089	Cluster 3	7
NAG16106	Cluster 3	7
NAG16120	Cluster 3	7
NAG16160	Cluster 3	7
NAG16183	Cluster 3	7
NAG16198	Cluster 3	7
NAG16231	Cluster 3	7
NAG16239	Cluster 3	7
NAG16260	Cluster 3	7
NAG16298	Cluster 3	7
NAG16326	Cluster 3	7
NAG16399	Cluster 3	7
NAG16413	Cluster 3	7
NAG16437	Cluster 3	7
NAG16455	Cluster 3	7
NAG16492	Cluster 3	7
NAG16515	Cluster 3	7
NAG16517	Cluster 3	7
NAG16534	Cluster 3	7
NAG16557	Cluster 3	7
NAG16559	Cluster 3	7
NAG16661	Cluster 3	7
NAG16714	Cluster 3	7
NAG16715	Cluster 3	7
NAG16756	Cluster 3	7
NAG16759	Cluster 3	7
NAG16769	Cluster 3	7
NAG16788	Cluster 3	7
NAG16863	Cluster 3	7
NAG16882	Cluster 3	7
NAG16884	Cluster 3	7
NAG16931	Cluster 3	7
NAG16941	Cluster 3	7
NAG16942	Cluster 3	7
NAG16984	Cluster 3	7
NAG16988	Cluster 3	7
NAG16991	Cluster 3	7
NAG16993	Cluster 3	7
NAG17004	Cluster 3	7
NAG17008	Cluster 3	7
NAG17016	Cluster 3	7
NAG17022	Cluster 3	7
NAG17039	Cluster 3	7
NAG17041	Cluster 3	7
NAG17043	Cluster 3	7
NAG17046	Cluster 3	7
NAG17050	Cluster 3	7
NAG17060	Cluster 3	7
NAG17064	Cluster 3	7
NAG17070	Cluster 3	7
NAG17074	Cluster 3	7
NAG17081	Cluster 3	7
NAG17158	Cluster 3	7
NAG17195	Cluster 3	7
NAG17208	Cluster 3	7
NAG17226	Cluster 3	7
NAG17252	Cluster 3	7
NAG17282	Cluster 3	7
NAG17290	Cluster 3	7
NAG17298	Cluster 3	7
NAG17349	Cluster 3	7
NAG17355	Cluster 3	7
NAG17362	Cluster 3	7
NAG17367	Cluster 3	7
NAG17372	Cluster 3	7
NAG17420	Cluster 3	7
NAG17437	Cluster 3	7
NAG17465	Cluster 3	7
NAG17507	Cluster 3	7
NAG17523	Cluster 3	7
NAG17676	Cluster 3	7
NAG17797	Cluster 3	7
NAG17815	Cluster 3	7
NAG17863	Cluster 3	7
NAG17880	Cluster 3	7
NAG17884	Cluster 3	7
NAG17888	Cluster 3	7
NAG17903	Cluster 3	7
NAG17917	Cluster 3	7
NAG17919	Cluster 3	7
NAG17952	Cluster 3	7
NAG17971	Cluster 3	7
NAG17982	Cluster 3	7
NAG18011	Cluster 3	7
NAG18064	Cluster 3	7
NAG18072	Cluster 3	7
NAG18086	Cluster 3	7
NAG18150	Cluster 3	7
NAG18151	Cluster 3	7
NAG18185	Cluster 3	7
NAG18187	Cluster 3	7
NAG18188	Cluster 3	7
NAG18195	Cluster 3	7
NAG18220	Cluster 3	7
NAG18239	Cluster 3	7
NAG18287	Cluster 3	7
NAG18292	Cluster 3	7
NAG18305	Cluster 3	7
NAG18326	Cluster 3	7
NAG18355	Cluster 3	7
NAG18361	Cluster 3	7
NAG18433	Cluster 3	7
NAG18481	Cluster 3	7
NAG18485	Cluster 3	7
NAG18499	Cluster 3	7
NAG18510	Cluster 3	7
NAG18511	Cluster 3	7
NAG18520	Cluster 3	7
NAG18535	Cluster 3	7
NAG18552	Cluster 3	7
NAG18557	Cluster 3	7
NAG18566	Cluster 3	7
NAG18574	Cluster 3	7
NAG18580	Cluster 3	7
NAG18646	Cluster 3	7
NAG18649	Cluster 3	7
NAG18652	Cluster 3	7
NAG18653	Cluster 3	7
NAG18659	Cluster 3	7
NAG18665	Cluster 3	7
NAG18743	Cluster 3	7
NAG18758	Cluster 3	7
NAG18787	Cluster 3	7
NAG18847	Cluster 3	7
NAG18870	Cluster 3	7
NAG18899	Cluster 3	7
NAG18914	Cluster 3	7
NAG18965	Cluster 3	7
NAG18984	Cluster 3	7
NAG18985	Cluster 3	7
NAG18993	Cluster 3	7
NAG19023	Cluster 3	7
NAG19098	Cluster 3	7
NAG19102	Cluster 3	7
NAG19106	Cluster 3	7
NAG19122	Cluster 3	7
NAG19147	Cluster 3	7
NAG19148	Cluster 3	7
NAG19207	Cluster 3	7
NAG19231	Cluster 3	7
NAG19314	Cluster 3	7
NAG19338	Cluster 3	7
NAG19339	Cluster 3	7
NAG19349	Cluster 3	7
NAG19378	Cluster 3	7
NAG19401	Cluster 3	7
NAG19415	Cluster 3	7
NAG19424	Cluster 3	7
NAG19427	Cluster 3	7
NAG19429	Cluster 3	7
NAG19430	Cluster 3	7
NAG19432	Cluster 3	7
NAG19458	Cluster 3	7
NAG19477	Cluster 3	7
NAG19491	Cluster 3	7
NAG19492	Cluster 3	7
NAG19523	Cluster 3	7
NAG19529	Cluster 3	7
NAG19547	Cluster 3	7
NAG19576	Cluster 3	7
NAG19607	Cluster 3	7
NAG19648	Cluster 3	7
NAG19664	Cluster 3	7
NAG19706	Cluster 3	7
NAG19720	Cluster 3	7
NAG19745	Cluster 3	7
NAG19757	Cluster 3	7
NAG19769	Cluster 3	7
NAG19789	Cluster 3	7
NAG19838	Cluster 3	7
NAG19846	Cluster 3	7
NAG19895	Cluster 3	7
NAG19921	Cluster 3	7
NAG19927	Cluster 3	7
PHOK0029	Cluster 3	7
PHOK0055	Cluster 3	7
PHOM0013	Cluster 3	7
PHOM0028	Cluster 3	7
PHOM0059	Cluster 3	7
PHOM0060	Cluster 3	7
PHOM0061	Cluster 3	7
PHOM0064	Cluster 3	7
PHOM0086	Cluster 3	7
PHOM0090	Cluster 3	7
PHOM0099	Cluster 3	7
PHOM0101	Cluster 3	7
PHOM0109	Cluster 3	7
PHOM0120	Cluster 3	7
PHOM0126	Cluster 3	7
PHOM0139	Cluster 3	7
PHOM0144	Cluster 3	7
PHOM0146	Cluster 3	7
PHOM0152	Cluster 3	7
PHOM0159	Cluster 3	7
PHOM0162	Cluster 3	7
PHOM0163	Cluster 3	7
PHOM0174	Cluster 3	7
PHOM0196	Cluster 3	7
PHOM0221	Cluster 3	7
PHOM0228	Cluster 3	7
PHOM0231	Cluster 3	7
PHOM0274	Cluster 3	7
PHOM0282	Cluster 3	7
PHOM0288	Cluster 3	7
PHOM0291	Cluster 3	7
PHOM0348	Cluster 3	7
PHOM0350	Cluster 3	7
PHOM0354	Cluster 3	7
PHOM0362	Cluster 3	7
PHOM0368	Cluster 3	7
PHOM0371	Cluster 3	7
PHOM0374	Cluster 3	7
PHOM0382	Cluster 3	7
PHOM0385	Cluster 3	7
PHOM0396	Cluster 3	7
PHOM0400	Cluster 3	7
PHOM0405	Cluster 3	7
PHOM0406	Cluster 3	7
PHOM0409	Cluster 3	7
PHOM0423	Cluster 3	7
PHOM0425	Cluster 3	7
PHOM0455	Cluster 3	7
PHOM0478	Cluster 3	7
PHOM0506	Cluster 3	7
PHOM0531	Cluster 3	7
PHOM0558	Cluster 3	7
PHOM0566	Cluster 3	7
PHOM0568	Cluster 3	7
PHOM0583	Cluster 3	7
PHOM0589	Cluster 3	7
PHOM0595	Cluster 3	7
PHOM0602	Cluster 3	7
PHOM0605	Cluster 3	7
PHOM0625	Cluster 3	7
PHOM0630	Cluster 3	7
PHOM0634	Cluster 3	7
PHOM0647	Cluster 3	7
0000064372	Cluster 11	8
0000064452	Cluster 11	8
0000064916	Cluster 11	8
1000064966	Cluster 11	8
2000065628	Cluster 11	8
4000063946	Cluster 11	8
4000065388	Cluster 11	8
4000065992	Cluster 11	8
4999936507	Cluster 11	8
6000063838	Cluster 11	8
6999935183	Cluster 11	8
7999935543	Cluster 11	8
7999936111	Cluster 11	8
8999935719	Cluster 11	8
AYUM0744	Cluster 11	8
C_AC0443	Cluster 11	8
HVUM0003	Cluster 11	8
LCAC0149	Cluster 11	8
LCAC0713	Cluster 11	8
LCAC0795	Cluster 11	8
LCAC0828	Cluster 11	8
NAG10032	Cluster 11	8
NAG10033	Cluster 11	8
NAG10053	Cluster 11	8
NAG10123	Cluster 11	8
NAG10238	Cluster 11	8
NAG10276	Cluster 11	8
NAG10320	Cluster 11	8
NAG10363	Cluster 11	8
NAG10501	Cluster 11	8
NAG10536	Cluster 11	8
NAG10615	Cluster 11	8
NAG10745	Cluster 11	8
NAG10758	Cluster 11	8
NAG10854	Cluster 11	8
NAG10918	Cluster 11	8
NAG10943	Cluster 11	8
NAG11002	Cluster 11	8
NAG11005	Cluster 11	8
NAG11072	Cluster 11	8
NAG11177	Cluster 11	8
NAG11192	Cluster 11	8
NAG11299	Cluster 11	8
NAG11339	Cluster 11	8
NAG11483	Cluster 11	8
NAG11603	Cluster 11	8
NAG11605	Cluster 11	8
NAG11674	Cluster 11	8
NAG11682	Cluster 11	8
NAG11694	Cluster 11	8
NAG11707	Cluster 11	8
NAG11726	Cluster 11	8
NAG11787	Cluster 11	8
NAG11806	Cluster 11	8
NAG11848	Cluster 11	8
NAG11908	Cluster 11	8
