GMM_Cluster_Merged	Samples	Share(%)
0	12308	6.769518466573166
1	434	0.23870417732310317
2	51	0.028050490883590466
3	69419	38.181118169567966
4	98275	54.05219591342848
5	716	0.39380689162060334
6	431	0.23705414844759784
7	181	0.09955174215548772
