Mainland_Merged_Cluster	Mainland_Premerge_Cluster_Default	Mainland_Premerge_Clusters	Mainland_Merged_Component_Count
3	1	1,2,3,6,7,8,10,11,12,13,16,17,18,19,20,21,26	17
